Unnamed: 0	hia	hia.cls	bbb	bbb.cls	caco2	caco2.cls	p_glycoprotein_substrate	p_glycoprotein_substrate.cls	p_glycoprotein_inhibitor_1	p_glycoprotein_inhibitor_1.cls	p_glycoprotein_inhibitor_2	p_glycoprotein_inhibitor_2.cls	renal_organic_cation_transporter	renal_organic_cation_transporter.cls	cyp450_2c9_substrate	cyp450_2c9_substrate.cls	cyp450_2d6_substrate	cyp450_2d6_substrate.cls	cyp450_3a4_substrate	cyp450_3a4_substrate.cls	cyp450_1a2_substrate	cyp450_1a2_substrate.cls	cyp450_2c9_inhibitor	cyp450_2c9_inhibitor.cls	cyp450_2d6_inhibitor	cyp450_2d6_inhibitor.cls	cyp450_2c19_inhibitor	cyp450_2c19_inhibitor.cls	cyp450_3a4_inhibitor	cyp450_3a4_inhibitor.cls	cyp_inhibitory_promiscuity	cyp_inhibitory_promiscuity.cls	ames_toxicity	ames_toxicity.cls	carcinogenicity	carcinogenicity.cls	biodegradation	biodegradation.cls	herg_inhibitor_1	herg_inhibitor_1.cls	herg_inhibitor_2	herg_inhibitor_2.cls	id
38	0.9698	True	0.5918	True	0.721	False	0.8141	Non-substrate	0.984	Non-inhibitor	0.9903	Non-inhibitor	0.9462	Non-inhibitor	0.8473	Non-substrate	0.8141	Non-substrate	0.8245	Non-substrate	0.94	Non-inhibitor	0.9584	Non-inhibitor	0.9665	Non-inhibitor	0.9634	Non-inhibitor	0.9602	Non-inhibitor	0.9888	Low CYP Inhibitory Promiscuity	0.9107	AMES toxic	0.7998	Non-carcinogens	0.7577	Ready biodegradable	0.9891	Weak inhibitor	0.9684	Non-inhibitor	DB00151
40	1.0	True	0.9428	True	0.8323	True	0.6628	Substrate	0.7614	Inhibitor	0.8391	Non-inhibitor	0.796	Non-inhibitor	0.8432	Non-substrate	0.9003	Non-substrate	0.7362	Substrate	0.9046	Non-inhibitor	0.8924	Non-inhibitor	0.9519	Non-inhibitor	0.8784	Non-inhibitor	0.8142	Non-inhibitor	0.8163	Low CYP Inhibitory Promiscuity	0.9401	Non AMES toxic	0.9169	Non-carcinogens	0.9742	Not ready biodegradable	0.8502	Weak inhibitor	0.7513	Non-inhibitor	DB00153
43	0.939	True	0.6054	False	0.9009	False	0.7827	Non-substrate	0.9851	Non-inhibitor	0.9902	Non-inhibitor	0.9634	Non-inhibitor	0.8233	Non-substrate	0.8832	Non-substrate	0.8021	Non-substrate	0.8694	Non-inhibitor	0.9362	Non-inhibitor	0.9529	Non-inhibitor	0.9119	Non-inhibitor	0.8683	Non-inhibitor	0.9806	Low CYP Inhibitory Promiscuity	0.9538	Non AMES toxic	0.6811	Non-carcinogens	0.844	Ready biodegradable	0.9902	Weak inhibitor	0.9826	Non-inhibitor	DB00156
44	0.6017	False	0.5641	True	0.7045	False	0.601	Substrate	0.7066	Non-inhibitor	0.912	Non-inhibitor	0.9361	Non-inhibitor	0.8412	Non-substrate	0.8303	Non-substrate	0.5242	Substrate	0.7565	Non-inhibitor	0.849	Non-inhibitor	0.8849	Non-inhibitor	0.8294	Non-inhibitor	0.8753	Non-inhibitor	0.8373	Low CYP Inhibitory Promiscuity	0.8146	Non AMES toxic	0.9227	Non-carcinogens	0.9883	Not ready biodegradable	0.9379	Weak inhibitor	0.5992	Non-inhibitor	DB00157
47	0.9527	True	0.5852	True	0.8768	False	0.7977	Non-substrate	0.9872	Non-inhibitor	0.9955	Non-inhibitor	0.9679	Non-inhibitor	0.8395	Non-substrate	0.873	Non-substrate	0.7576	Non-substrate	0.8276	Non-inhibitor	0.9523	Non-inhibitor	0.9583	Non-inhibitor	0.9722	Non-inhibitor	0.9359	Non-inhibitor	0.9916	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.5785	Non-carcinogens	0.646	Ready biodegradable	0.9943	Weak inhibitor	0.9795	Non-inhibitor	DB00161
51	0.9695	True	0.9749	True	0.5385	False	0.7248	Non-substrate	0.9526	Non-inhibitor	0.9856	Non-inhibitor	0.8373	Non-inhibitor	0.7961	Non-substrate	0.8334	Non-substrate	0.7346	Non-substrate	0.9046	Non-inhibitor	0.9071	Non-inhibitor	0.9232	Non-inhibitor	0.9025	Non-inhibitor	0.9365	Non-inhibitor	0.9301	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.8721	Non-carcinogens	0.7788	Ready biodegradable	0.9452	Weak inhibitor	0.9451	Non-inhibitor	DB00166
53	0.8218	False	0.5562	False	0.8956	False	0.5137	Substrate	0.9286	Non-inhibitor	0.9772	Non-inhibitor	0.9573	Non-inhibitor	0.833	Non-substrate	0.8474	Non-substrate	0.6928	Non-substrate	0.8972	Non-inhibitor	0.894	Non-inhibitor	0.9549	Non-inhibitor	0.9484	Non-inhibitor	0.9437	Non-inhibitor	0.9792	Low CYP Inhibitory Promiscuity	0.7963	Non AMES toxic	0.9284	Non-carcinogens	0.7073	Not ready biodegradable	0.9948	Weak inhibitor	0.9467	Non-inhibitor	DB00168
57	0.9755	True	0.9245	True	0.6216	False	0.5641	Non-substrate	0.9938	Non-inhibitor	0.9819	Non-inhibitor	0.8047	Non-inhibitor	0.8458	Non-substrate	0.7439	Non-substrate	0.7563	Non-substrate	0.9045	Non-inhibitor	0.9627	Non-inhibitor	0.9595	Non-inhibitor	0.9656	Non-inhibitor	0.992	Non-inhibitor	0.9918	Low CYP Inhibitory Promiscuity	0.8927	Non AMES toxic	0.9574	Non-carcinogens	0.9077	Ready biodegradable	0.9555	Weak inhibitor	0.9506	Non-inhibitor	DB00172
61	0.9956	True	0.8032	False	0.6912	False	0.685	Substrate	0.5548	Non-inhibitor	0.5966	Non-inhibitor	0.8646	Non-inhibitor	0.7722	Non-substrate	0.9116	Non-substrate	0.5073	Non-substrate	0.8707	Non-inhibitor	0.5398	Non-inhibitor	0.8816	Non-inhibitor	0.5539	Inhibitor	0.5521	Non-inhibitor	0.5618	High CYP Inhibitory Promiscuity	0.6384	Non AMES toxic	0.645	Non-carcinogens	1.0	Not ready biodegradable	0.9766	Weak inhibitor	0.7388	Non-inhibitor	DB00177
69	0.9899	True	0.9823	True	0.6465	True	0.7063	Substrate	0.6941	Non-inhibitor	0.9434	Non-inhibitor	0.6934	Inhibitor	0.8083	Non-substrate	0.8918	Substrate	0.5719	Substrate	0.8634	Non-inhibitor	0.9047	Non-inhibitor	0.6012	Non-inhibitor	0.7312	Non-inhibitor	0.9154	Non-inhibitor	0.7686	Low CYP Inhibitory Promiscuity	0.7969	Non AMES toxic	0.9054	Non-carcinogens	0.9942	Not ready biodegradable	0.6383	Weak inhibitor	0.8469	Non-inhibitor	DB00185
81	0.868	True	0.8183	True	0.6915	False	0.7514	Substrate	0.7854	Non-inhibitor	0.7015	Non-inhibitor	0.861	Non-inhibitor	0.8329	Non-substrate	0.8919	Substrate	0.7408	Substrate	0.5726	Non-inhibitor	0.6843	Non-inhibitor	0.9266	Non-inhibitor	0.6359	Non-inhibitor	0.5517	Non-inhibitor	0.5121	Low CYP Inhibitory Promiscuity	0.584	Non AMES toxic	0.9211	Non-carcinogens	0.9881	Not ready biodegradable	0.9911	Weak inhibitor	0.6643	Non-inhibitor	DB00197
83	0.5114	True	0.9889	False	0.8957	False	0.8098	Substrate	0.8564	Inhibitor	0.5963	Non-inhibitor	0.9222	Non-inhibitor	0.7898	Non-substrate	0.9225	Non-substrate	0.6528	Substrate	0.9045	Non-inhibitor	0.907	Non-inhibitor	0.923	Non-inhibitor	0.9074	Non-inhibitor	0.5744	Non-inhibitor	0.9391	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.9335	Non-carcinogens	1.0	Not ready biodegradable	0.9902	Weak inhibitor	0.8956	Non-inhibitor	DB00199
84	0.6922	True	0.712	False	0.6447	False	0.8579	Substrate	0.6643	Non-inhibitor	0.5	Inhibitor	0.9054	Non-inhibitor	0.8081	Non-substrate	0.8083	Non-substrate	0.6458	Substrate	0.8778	Non-inhibitor	0.8836	Non-inhibitor	0.8717	Non-inhibitor	0.709	Non-inhibitor	0.5841	Inhibitor	0.8028	Low CYP Inhibitory Promiscuity	0.5675	Non AMES toxic	0.7831	Non-carcinogens	0.9729	Not ready biodegradable	0.8966	Weak inhibitor	0.6952	Non-inhibitor	DB00200
87	1.0	True	0.6461	True	0.7078	True	0.7753	Substrate	0.672	Inhibitor	0.8877	Inhibitor	0.648	Non-inhibitor	0.6553	Non-substrate	0.8918	Substrate	0.7254	Substrate	0.823	Non-inhibitor	0.6864	Inhibitor	0.8394	Non-inhibitor	0.8222	Non-inhibitor	0.849	Inhibitor	0.5839	High CYP Inhibitory Promiscuity	0.5683	Non AMES toxic	0.6658	Non-carcinogens	0.7641	Not ready biodegradable	0.8664	Weak inhibitor	0.7602	Inhibitor	DB00203
89	0.9973	True	0.9383	True	0.6217	True	0.5822	Non-substrate	0.8643	Non-inhibitor	0.9045	Non-inhibitor	0.7451	Non-inhibitor	0.8103	Non-substrate	0.9116	Non-substrate	0.6582	Non-substrate	0.9107	Inhibitor	0.9071	Non-inhibitor	0.8932	Inhibitor	0.9026	Non-inhibitor	0.7586	Non-inhibitor	0.6667	High CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.8016	Non-carcinogens	1.0	Not ready biodegradable	0.9337	Weak inhibitor	0.8586	Non-inhibitor	DB00205
90	0.9216	True	0.9257	True	0.6549	True	0.7928	Substrate	0.8563	Inhibitor	0.75	Non-inhibitor	0.5194	Inhibitor	0.8859	Non-substrate	0.9116	Non-substrate	0.7065	Substrate	0.8965	Inhibitor	0.9071	Non-inhibitor	0.9384	Non-inhibitor	0.9025	Non-inhibitor	0.831	Non-inhibitor	0.7062	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.9439	Non-carcinogens	1.0	Not ready biodegradable	0.7505	Weak inhibitor	0.6194	Non-inhibitor	DB00206
91	0.5518	False	0.9739	False	0.7578	False	0.8765	Substrate	0.8513	Inhibitor	0.8893	Non-inhibitor	0.8753	Non-inhibitor	0.8373	Non-substrate	0.9116	Non-substrate	0.6403	Substrate	0.9295	Non-inhibitor	0.9021	Non-inhibitor	0.8904	Non-inhibitor	0.9023	Non-inhibitor	0.9533	Non-inhibitor	0.9751	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.9397	Non-carcinogens	0.9673	Not ready biodegradable	0.9929	Weak inhibitor	0.8555	Non-inhibitor	DB00207
92	0.9902	True	0.9906	True	0.6062	True	0.6111	Substrate	0.8	Inhibitor	0.8513	Inhibitor	0.8152	Inhibitor	0.8234	Non-substrate	0.9115	Non-substrate	0.5155	Non-substrate	0.9107	Inhibitor	0.907	Non-inhibitor	0.9209	Inhibitor	0.8994	Inhibitor	0.8808	Non-inhibitor	0.9666	High CYP Inhibitory Promiscuity	0.6773	Non AMES toxic	0.9414	Non-carcinogens	0.9959	Not ready biodegradable	0.6392	Strong inhibitor	0.6333	Inhibitor	DB00208
94	1.0	True	0.7061	True	0.8439	True	0.5408	Non-substrate	0.8074	Non-inhibitor	0.5	Inhibitor	0.8646	Non-inhibitor	0.7171	Non-substrate	0.8925	Non-substrate	0.5116	Non-substrate	0.7812	Non-inhibitor	0.7758	Inhibitor	0.9466	Non-inhibitor	0.653	Non-inhibitor	0.8246	Non-inhibitor	0.8509	Low CYP Inhibitory Promiscuity	0.8575	Non AMES toxic	0.8707	Non-carcinogens	0.9715	Not ready biodegradable	0.9774	Weak inhibitor	0.8855	Non-inhibitor	DB00210
95	0.7686	True	0.856	False	0.7382	False	0.784	Substrate	0.9781	Non-inhibitor	0.9866	Non-inhibitor	0.8896	Non-inhibitor	0.8519	Non-substrate	0.7593	Non-substrate	0.5595	Non-substrate	0.8848	Inhibitor	0.9385	Non-inhibitor	0.9231	Non-inhibitor	0.8993	Inhibitor	0.867	Non-inhibitor	0.9316	Low CYP Inhibitory Promiscuity	0.774	Non AMES toxic	0.8613	Non-carcinogens	0.9595	Not ready biodegradable	0.9772	Weak inhibitor	0.8604	Non-inhibitor	DB00211
96	0.8744	True	0.8746	False	0.8957	False	0.7043	Substrate	0.6427	Non-inhibitor	0.9732	Non-inhibitor	0.8832	Non-inhibitor	0.5243	Non-substrate	0.7775	Non-substrate	0.5695	Substrate	0.8245	Non-inhibitor	0.6456	Non-inhibitor	0.8548	Non-inhibitor	0.6534	Non-inhibitor	0.8648	Inhibitor	0.6298	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.7601	Non-carcinogens	0.9754	Not ready biodegradable	0.9958	Weak inhibitor	0.5881	Non-inhibitor	DB00212
98	0.9156	True	0.6871	True	0.5374	False	0.799	Non-substrate	0.7695	Non-inhibitor	0.8232	Non-inhibitor	0.9185	Non-inhibitor	0.6049	Substrate	0.9116	Non-substrate	0.7558	Non-substrate	0.9045	Non-inhibitor	0.6692	Non-inhibitor	0.923	Non-inhibitor	0.9025	Non-inhibitor	0.5905	Inhibitor	0.6324	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.8366	Non-carcinogens	1.0	Not ready biodegradable	0.9854	Weak inhibitor	0.8668	Non-inhibitor	DB00214
99	0.9966	True	0.9729	True	0.6099	True	0.7597	Substrate	0.6361	Non-inhibitor	0.9789	Inhibitor	0.6993	Inhibitor	0.8401	Non-substrate	0.8919	Substrate	0.7407	Substrate	0.9045	Non-inhibitor	0.8949	Inhibitor	0.5054	Non-inhibitor	0.8994	Inhibitor	0.8309	Non-inhibitor	0.5223	High CYP Inhibitory Promiscuity	0.7602	Non AMES toxic	0.7452	Non-carcinogens	1.0	Not ready biodegradable	0.7735	Weak inhibitor	0.8994	Inhibitor	DB00215
103	0.9145	False	0.9176	True	0.5843	True	0.7876	Substrate	0.697	Non-inhibitor	0.6538	Inhibitor	0.5	Inhibitor	0.8148	Non-substrate	0.8029	Non-substrate	0.6182	Substrate	0.7909	Non-inhibitor	0.821	Non-inhibitor	0.8189	Inhibitor	0.7824	Non-inhibitor	0.5422	Non-inhibitor	0.7636	Low CYP Inhibitory Promiscuity	0.8956	Non AMES toxic	0.7012	Non-carcinogens	0.7771	Not ready biodegradable	0.9062	Weak inhibitor	0.8391	Inhibitor	DB00219
106	0.986	True	0.7322	True	0.6809	False	0.7501	Substrate	0.6556	Non-inhibitor	0.6124	Inhibitor	0.8241	Non-inhibitor	0.5661	Substrate	0.9116	Non-substrate	0.5978	Non-substrate	0.9045	Non-inhibitor	0.8949	Inhibitor	0.9231	Non-inhibitor	0.9025	Non-inhibitor	0.8309	Non-inhibitor	0.8599	Low CYP Inhibitory Promiscuity	0.6392	Non AMES toxic	0.7301	Non-carcinogens	0.68	Not ready biodegradable	0.7714	Weak inhibitor	0.8263	Non-inhibitor	DB00222
108	0.821	True	0.9923	False	0.8183	False	0.8899	Substrate	0.7987	Inhibitor	0.5819	Non-inhibitor	0.8501	Non-inhibitor	0.7816	Non-substrate	0.8918	Substrate	0.7831	Substrate	0.9057	Non-inhibitor	0.6278	Non-inhibitor	0.7476	Non-inhibitor	0.6264	Non-inhibitor	0.6525	Inhibitor	0.7808	Low CYP Inhibitory Promiscuity	0.8629	Non AMES toxic	0.887	Non-carcinogens	0.9951	Not ready biodegradable	0.9557	Weak inhibitor	0.7265	Inhibitor	DB00224
112	1.0	True	0.994	True	0.6125	True	0.8919	Non-substrate	0.9553	Non-inhibitor	0.9297	Non-inhibitor	0.9293	Non-inhibitor	0.8407	Non-substrate	0.9116	Non-substrate	0.7179	Non-substrate	0.5701	Non-inhibitor	0.8112	Non-inhibitor	0.9408	Non-inhibitor	0.5794	Non-inhibitor	0.9604	Non-inhibitor	0.8702	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.7574	Carcinogens 	0.9642	Not ready biodegradable	0.9576	Weak inhibitor	0.9032	Non-inhibitor	DB00228
114	0.9727	True	0.9382	True	0.6531	False	0.683	Non-substrate	0.965	Non-inhibitor	0.9424	Non-inhibitor	0.9245	Non-inhibitor	0.8758	Non-substrate	0.7926	Non-substrate	0.6914	Non-substrate	0.9385	Non-inhibitor	0.9425	Non-inhibitor	0.9539	Non-inhibitor	0.9629	Non-inhibitor	0.9352	Non-inhibitor	0.9784	Low CYP Inhibitory Promiscuity	0.938	Non AMES toxic	0.5678	Non-carcinogens	0.8201	Ready biodegradable	0.9868	Weak inhibitor	0.8909	Non-inhibitor	DB00230
116	0.9834	True	0.6866	False	0.6992	False	0.5317	Substrate	0.8518	Non-inhibitor	0.8888	Non-inhibitor	0.8177	Non-inhibitor	0.631	Non-substrate	0.8261	Non-substrate	0.532	Non-substrate	0.6883	Non-inhibitor	0.6493	Non-inhibitor	0.858	Non-inhibitor	0.808	Non-inhibitor	0.5094	Inhibitor	0.7345	Low CYP Inhibitory Promiscuity	0.8905	Non AMES toxic	0.82	Non-carcinogens	0.9971	Not ready biodegradable	0.9384	Weak inhibitor	0.9318	Non-inhibitor	DB00232
120	0.9197	True	0.9859	True	0.5115	False	0.5493	Non-substrate	0.52	Inhibitor	0.9347	Non-inhibitor	0.5366	Non-inhibitor	0.9097	Non-substrate	0.5765	Non-substrate	0.6178	Non-substrate	0.892	Non-inhibitor	0.8645	Non-inhibitor	0.9468	Non-inhibitor	0.6421	Non-inhibitor	0.8322	Non-inhibitor	0.8849	Low CYP Inhibitory Promiscuity	0.9107	AMES toxic	0.9059	Non-carcinogens	0.9427	Not ready biodegradable	0.829	Weak inhibitor	0.8346	Non-inhibitor	DB00236
125	0.9112	True	0.9703	True	0.5936	False	0.5365	Non-substrate	0.5179	Inhibitor	0.9678	Non-inhibitor	0.9331	Non-inhibitor	0.7999	Non-substrate	0.8708	Non-substrate	0.6804	Non-substrate	0.8535	Non-inhibitor	0.8768	Non-inhibitor	0.9324	Non-inhibitor	0.8354	Non-inhibitor	0.9074	Non-inhibitor	0.9626	Low CYP Inhibitory Promiscuity	0.5716	Non AMES toxic	0.8861	Non-carcinogens	0.9833	Not ready biodegradable	0.9898	Weak inhibitor	0.9711	Non-inhibitor	DB00241
127	0.7425	False	0.5334	False	0.5853	False	0.8667	Substrate	0.7566	Inhibitor	0.7524	Inhibitor	0.7648	Non-inhibitor	0.7965	Non-substrate	0.9116	Non-substrate	0.7456	Substrate	0.9045	Non-inhibitor	0.907	Non-inhibitor	0.8287	Non-inhibitor	0.9025	Non-inhibitor	0.8309	Non-inhibitor	0.8155	Low CYP Inhibitory Promiscuity	0.8529	Non AMES toxic	0.9128	Non-carcinogens	0.9936	Not ready biodegradable	0.8753	Weak inhibitor	0.8775	Inhibitor	DB00243
131	1.0	True	0.7015	True	0.8064	False	0.8396	Substrate	0.8782	Non-inhibitor	0.7515	Non-inhibitor	0.8129	Non-inhibitor	0.8536	Non-substrate	0.8474	Non-substrate	0.6889	Substrate	0.791	Non-inhibitor	0.9071	Non-inhibitor	0.8931	Inhibitor	0.8867	Non-inhibitor	0.8309	Non-inhibitor	0.9161	Low CYP Inhibitory Promiscuity	0.5241	Non AMES toxic	0.8906	Non-carcinogens	0.8144	Not ready biodegradable	0.9569	Weak inhibitor	0.6274	Inhibitor	DB00247
132	1.0	True	0.9383	True	0.6583	False	0.7972	Substrate	0.8903	Inhibitor	0.7698	Inhibitor	0.5339	Non-inhibitor	0.812	Non-substrate	0.7438	Non-substrate	0.6336	Substrate	0.7733	Non-inhibitor	0.7396	Non-inhibitor	0.7124	Non-inhibitor	0.8341	Non-inhibitor	0.6476	Non-inhibitor	0.8712	Low CYP Inhibitory Promiscuity	0.5619	Non AMES toxic	0.8542	Non-carcinogens	0.846	Not ready biodegradable	0.6224	Weak inhibitor	0.5309	Non-inhibitor	DB00248
139	0.9973	True	0.5559	False	0.8264	True	0.5737	Substrate	0.6542	Non-inhibitor	0.8478	Non-inhibitor	0.8465	Non-inhibitor	0.8149	Non-substrate	0.9116	Non-substrate	0.5107	Non-substrate	0.9106	Inhibitor	0.9064	Inhibitor	0.7017	Non-inhibitor	0.9198	Inhibitor	0.8361	Inhibitor	0.9488	High CYP Inhibitory Promiscuity	0.9579	Non AMES toxic	0.6772	Non-carcinogens	0.9111	Not ready biodegradable	0.6894	Weak inhibitor	0.6408	Non-inhibitor	DB00255
144	0.9909	True	0.9382	True	0.6038	False	0.7749	Non-substrate	0.9306	Non-inhibitor	1.0	Non-inhibitor	0.9522	Non-inhibitor	0.9244	Non-substrate	0.8168	Non-substrate	0.5966	Non-substrate	0.9045	Non-inhibitor	0.9071	Non-inhibitor	0.9231	Non-inhibitor	0.9025	Non-inhibitor	0.8309	Non-inhibitor	0.9608	Low CYP Inhibitory Promiscuity	0.5756	AMES toxic	0.8944	Non-carcinogens	0.7842	Not ready biodegradable	0.9964	Weak inhibitor	0.9389	Non-inhibitor	DB00260
