Unnamed: 0	hia	hia.cls	bbb	bbb.cls	caco2	caco2.cls	p_glycoprotein_substrate	p_glycoprotein_substrate.cls	p_glycoprotein_inhibitor_1	p_glycoprotein_inhibitor_1.cls	p_glycoprotein_inhibitor_2	p_glycoprotein_inhibitor_2.cls	renal_organic_cation_transporter	renal_organic_cation_transporter.cls	cyp450_2c9_substrate	cyp450_2c9_substrate.cls	cyp450_2d6_substrate	cyp450_2d6_substrate.cls	cyp450_3a4_substrate	cyp450_3a4_substrate.cls	cyp450_1a2_substrate	cyp450_1a2_substrate.cls	cyp450_2c9_inhibitor	cyp450_2c9_inhibitor.cls	cyp450_2d6_inhibitor	cyp450_2d6_inhibitor.cls	cyp450_2c19_inhibitor	cyp450_2c19_inhibitor.cls	cyp450_3a4_inhibitor	cyp450_3a4_inhibitor.cls	cyp_inhibitory_promiscuity	cyp_inhibitory_promiscuity.cls	ames_toxicity	ames_toxicity.cls	carcinogenicity	carcinogenicity.cls	biodegradation	biodegradation.cls	herg_inhibitor_1	herg_inhibitor_1.cls	herg_inhibitor_2	herg_inhibitor_2.cls	id
33	0.9156	True	0.5728	True	0.7533	False	0.7821	Non-substrate	0.9841	Non-inhibitor	0.9794	Non-inhibitor	0.9436	Non-inhibitor	0.8833	Non-substrate	0.8526	Non-substrate	0.8432	Non-substrate	0.9628	Non-inhibitor	0.9738	Non-inhibitor	0.975	Non-inhibitor	0.973	Non-inhibitor	0.9405	Non-inhibitor	0.9871	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.6261	Non-carcinogens	0.9289	Ready biodegradable	0.9611	Weak inhibitor	0.9556	Non-inhibitor	DB00145
35	0.9937	True	0.6605	True	0.6034	False	0.6664	Non-substrate	0.9793	Non-inhibitor	0.9345	Non-inhibitor	0.8338	Non-inhibitor	0.7017	Non-substrate	0.8006	Non-substrate	0.7247	Non-substrate	0.7841	Non-inhibitor	0.9194	Non-inhibitor	0.9437	Non-inhibitor	0.8778	Non-inhibitor	0.8435	Non-inhibitor	0.7875	Low CYP Inhibitory Promiscuity	0.801	Non AMES toxic	0.9323	Non-carcinogens	0.7562	Ready biodegradable	0.935	Weak inhibitor	0.9528	Non-inhibitor	DB00147
46	0.9896	True	0.9314	True	0.7735	True	0.6766	Non-substrate	0.9499	Non-inhibitor	0.9025	Non-inhibitor	0.9311	Non-inhibitor	0.7735	Non-substrate	0.9081	Non-substrate	0.6884	Non-substrate	0.6915	Inhibitor	0.8798	Non-inhibitor	0.9631	Non-inhibitor	0.9638	Non-inhibitor	0.9465	Non-inhibitor	0.9426	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.6502	Non-carcinogens	0.7808	Ready biodegradable	0.8818	Weak inhibitor	0.9315	Non-inhibitor	DB00159
48	0.9938	True	0.9665	True	0.7272	True	0.5939	Non-substrate	0.8205	Non-inhibitor	0.5631	Non-inhibitor	0.7646	Non-inhibitor	0.8193	Non-substrate	0.8324	Non-substrate	0.5522	Substrate	0.9045	Non-inhibitor	0.907	Non-inhibitor	0.923	Non-inhibitor	0.9026	Non-inhibitor	0.842	Non-inhibitor	0.7388	Low CYP Inhibitory Promiscuity	0.6952	AMES toxic	0.7004	Non-carcinogens	0.5504	Ready biodegradable	0.8563	Weak inhibitor	0.8853	Non-inhibitor	DB00162
49	0.9795	True	0.9767	True	0.8484	True	0.7189	Substrate	0.7598	Non-inhibitor	0.7802	Inhibitor	0.7882	Non-inhibitor	0.6949	Non-substrate	0.7813	Non-substrate	0.7533	Substrate	0.8122	Non-inhibitor	0.9071	Non-inhibitor	0.9231	Non-inhibitor	0.9026	Non-inhibitor	0.8309	Non-inhibitor	0.7762	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.8813	Non-carcinogens	0.9965	Not ready biodegradable	0.7192	Weak inhibitor	0.6449	Non-inhibitor	DB00163
50	0.9728	True	0.6889	True	0.8958	False	0.5579	Non-substrate	0.9723	Non-inhibitor	0.9221	Non-inhibitor	0.8177	Non-inhibitor	0.7386	Non-substrate	0.781	Non-substrate	0.7104	Non-substrate	0.9046	Non-inhibitor	0.9071	Non-inhibitor	0.923	Non-inhibitor	0.9025	Non-inhibitor	0.8648	Non-inhibitor	0.695	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.9418	Non-carcinogens	0.5678	Not ready biodegradable	0.8454	Weak inhibitor	0.8734	Non-inhibitor	DB00165
52	0.9677	True	0.78	True	0.7966	False	0.7385	Non-substrate	0.9825	Non-inhibitor	0.9739	Non-inhibitor	0.9696	Non-inhibitor	0.8513	Non-substrate	0.8372	Non-substrate	0.7827	Non-substrate	0.8536	Non-inhibitor	0.8762	Non-inhibitor	0.9	Non-inhibitor	0.9386	Non-inhibitor	0.9155	Non-inhibitor	0.97	Low CYP Inhibitory Promiscuity	0.903	Non AMES toxic	0.632	Non-carcinogens	0.5166	Ready biodegradable	0.9921	Weak inhibitor	0.9735	Non-inhibitor	DB00167
54	1.0	True	0.959	True	0.8342	True	0.6706	Substrate	0.7603	Inhibitor	0.5346	Non-inhibitor	0.7818	Non-inhibitor	0.8384	Non-substrate	0.9116	Non-substrate	0.7302	Substrate	0.9256	Non-inhibitor	0.9071	Non-inhibitor	0.9551	Non-inhibitor	0.9026	Non-inhibitor	0.7881	Non-inhibitor	0.7093	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.921	Non-carcinogens	0.9878	Not ready biodegradable	0.773	Weak inhibitor	0.7589	Non-inhibitor	DB00169
60	1.0	True	0.9775	True	0.5149	False	0.6079	Substrate	0.7883	Inhibitor	0.8382	Non-inhibitor	0.5325	Non-inhibitor	0.8595	Non-substrate	0.8919	Substrate	0.6723	Non-substrate	0.9107	Inhibitor	0.8949	Inhibitor	0.8932	Inhibitor	0.8994	Inhibitor	0.7959	Inhibitor	0.8481	Low CYP Inhibitory Promiscuity	0.5	Non AMES toxic	0.637	Non-carcinogens	1.0	Not ready biodegradable	0.8427	Weak inhibitor	0.7995	Inhibitor	DB00176
62	0.9159	True	0.8726	False	0.8491	False	0.7263	Substrate	0.7002	Non-inhibitor	0.6295	Inhibitor	0.8869	Non-inhibitor	0.8541	Non-substrate	0.8969	Non-substrate	0.5082	Non-substrate	0.9045	Non-inhibitor	0.907	Non-inhibitor	0.9304	Non-inhibitor	0.9025	Non-inhibitor	0.8309	Non-inhibitor	0.5691	Low CYP Inhibitory Promiscuity	0.9108	Non AMES toxic	0.9267	Non-carcinogens	0.8903	Not ready biodegradable	0.98	Weak inhibitor	0.7901	Non-inhibitor	DB00178
63	0.935	True	0.5361	False	0.6215	True	0.6654	Substrate	0.9519	Non-inhibitor	0.9144	Non-inhibitor	0.886	Non-inhibitor	0.7194	Non-substrate	0.8261	Non-substrate	0.5171	Non-substrate	0.9107	Inhibitor	0.8891	Inhibitor	0.8262	Inhibitor	0.8628	Inhibitor	0.5833	Non-inhibitor	0.5322	High CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.8614	Non-carcinogens	0.9632	Not ready biodegradable	0.9462	Weak inhibitor	0.6288	Non-inhibitor	DB00179
64	0.9865	True	0.9683	True	0.5	True	0.7912	Substrate	0.5674	Non-inhibitor	0.8383	Non-inhibitor	0.8304	Non-inhibitor	0.8679	Non-substrate	0.8856	Non-substrate	0.6964	Substrate	0.9327	Non-inhibitor	0.9394	Non-inhibitor	0.9559	Non-inhibitor	0.9311	Non-inhibitor	0.8309	Non-inhibitor	0.8806	Low CYP Inhibitory Promiscuity	0.7682	Non AMES toxic	0.9174	Non-carcinogens	1.0	Not ready biodegradable	0.9838	Weak inhibitor	0.671	Non-inhibitor	DB00180
65	0.978	True	0.9339	True	0.5668	True	0.7373	Non-substrate	0.9825	Non-inhibitor	0.9842	Non-inhibitor	0.8435	Non-inhibitor	0.8746	Non-substrate	0.8426	Non-substrate	0.7618	Non-substrate	0.9046	Non-inhibitor	0.9071	Non-inhibitor	0.736	Non-inhibitor	0.8215	Non-inhibitor	0.8309	Non-inhibitor	0.9204	Low CYP Inhibitory Promiscuity	0.8621	Non AMES toxic	0.7401	Non-carcinogens	0.7362	Not ready biodegradable	0.9478	Weak inhibitor	0.8578	Non-inhibitor	DB00181
66	0.9972	True	0.9565	True	0.8395	True	0.7379	Non-substrate	0.9519	Non-inhibitor	0.9859	Non-inhibitor	0.8002	Non-inhibitor	0.8114	Non-substrate	0.8919	Substrate	0.795	Non-substrate	0.5697	Non-inhibitor	0.9313	Non-inhibitor	0.657	Inhibitor	0.8445	Non-inhibitor	0.8709	Non-inhibitor	0.8732	Low CYP Inhibitory Promiscuity	0.93	Non AMES toxic	0.6869	Non-carcinogens	0.6575	Not ready biodegradable	0.9452	Weak inhibitor	0.9231	Non-inhibitor	DB00182
67	0.9781	True	0.8889	False	0.7803	False	0.8173	Substrate	0.5349	Inhibitor	0.8697	Non-inhibitor	0.8741	Non-inhibitor	0.7942	Non-substrate	0.7192	Non-substrate	0.5854	Substrate	0.7808	Non-inhibitor	0.6841	Non-inhibitor	0.8705	Non-inhibitor	0.6693	Non-inhibitor	0.7511	Non-inhibitor	0.7453	Low CYP Inhibitory Promiscuity	0.7568	Non AMES toxic	0.9366	Non-carcinogens	0.9946	Not ready biodegradable	0.9773	Weak inhibitor	0.5659	Inhibitor	DB00183
68	1.0	True	0.9748	True	0.8867	True	0.5	Substrate	0.8998	Non-inhibitor	0.9368	Non-inhibitor	0.6868	Inhibitor	0.7998	Non-substrate	0.8918	Substrate	0.5	Non-substrate	0.6347	Non-inhibitor	0.8433	Non-inhibitor	0.8838	Non-inhibitor	0.8543	Non-inhibitor	0.8308	Non-inhibitor	0.7589	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.9626	Non-carcinogens	0.9478	Not ready biodegradable	0.8851	Weak inhibitor	0.7978	Non-inhibitor	DB00184
71	0.7023	True	0.9645	False	0.5	True	0.6511	Substrate	0.8625	Non-inhibitor	0.7171	Non-inhibitor	0.8605	Non-inhibitor	0.8124	Non-substrate	0.663	Substrate	0.5869	Non-substrate	0.864	Non-inhibitor	0.8789	Non-inhibitor	0.8806	Non-inhibitor	0.9585	Non-inhibitor	0.8495	Non-inhibitor	0.9761	Low CYP Inhibitory Promiscuity	0.9066	Non AMES toxic	0.9519	Non-carcinogens	0.6493	Not ready biodegradable	0.9556	Weak inhibitor	0.774	Non-inhibitor	DB00187
72	0.6935	False	0.6533	False	0.6576	False	0.5909	Substrate	0.785	Non-inhibitor	1.0	Non-inhibitor	0.9445	Non-inhibitor	0.7145	Non-substrate	0.8918	Substrate	0.5209	Non-substrate	0.855	Non-inhibitor	0.8267	Non-inhibitor	0.9304	Non-inhibitor	0.8108	Non-inhibitor	0.7308	Non-inhibitor	0.9604	Low CYP Inhibitory Promiscuity	0.7439	Non AMES toxic	0.8064	Non-carcinogens	0.9943	Not ready biodegradable	0.9936	Weak inhibitor	0.8593	Non-inhibitor	DB00188
73	0.9965	True	0.9685	True	0.646	True	0.743	Non-substrate	0.9023	Non-inhibitor	0.9672	Non-inhibitor	0.9589	Non-inhibitor	0.7267	Non-substrate	0.9	Non-substrate	0.6176	Non-substrate	0.5224	Non-inhibitor	0.6241	Non-inhibitor	0.9316	Non-inhibitor	0.5539	Inhibitor	0.7814	Non-inhibitor	0.7382	Low CYP Inhibitory Promiscuity	0.867	AMES toxic	0.8102	Carcinogens 	0.9614	Not ready biodegradable	0.9406	Weak inhibitor	0.9289	Non-inhibitor	DB00189
74	0.8638	True	0.9659	False	0.7517	False	0.5584	Substrate	0.9619	Non-inhibitor	0.9952	Non-inhibitor	0.9484	Non-inhibitor	0.7843	Non-substrate	0.8017	Non-substrate	0.6267	Non-substrate	0.9106	Inhibitor	0.9071	Non-inhibitor	0.9231	Non-inhibitor	0.9025	Non-inhibitor	0.8308	Non-inhibitor	0.9615	Low CYP Inhibitory Promiscuity	0.9107	AMES toxic	0.7848	Non-carcinogens	0.9741	Not ready biodegradable	0.9868	Weak inhibitor	0.9413	Non-inhibitor	DB00190
75	0.9964	True	0.959	True	0.7688	True	0.6477	Non-substrate	0.934	Non-inhibitor	0.9801	Non-inhibitor	0.8236	Non-inhibitor	0.8411	Non-substrate	0.7204	Substrate	0.6493	Non-substrate	0.7962	Non-inhibitor	0.8861	Non-inhibitor	0.7825	Inhibitor	0.8996	Non-inhibitor	0.7348	Non-inhibitor	0.8782	Low CYP Inhibitory Promiscuity	0.9681	Non AMES toxic	0.6949	Non-carcinogens	0.9303	Not ready biodegradable	0.9867	Weak inhibitor	0.8734	Non-inhibitor	DB00191
76	0.9955	True	0.994	True	0.5527	True	0.7322	Substrate	0.7405	Non-inhibitor	0.8525	Non-inhibitor	0.6101	Non-inhibitor	0.8006	Non-substrate	0.6619	Non-substrate	0.5911	Substrate	0.5715	Inhibitor	0.6947	Non-inhibitor	0.6213	Non-inhibitor	0.5978	Inhibitor	0.5383	Non-inhibitor	0.6169	High CYP Inhibitory Promiscuity	0.822	Non AMES toxic	0.8477	Non-carcinogens	0.9814	Not ready biodegradable	0.9977	Weak inhibitor	0.6032	Inhibitor	DB00192
79	0.9903	True	0.8906	False	0.8866	True	0.7683	Substrate	0.7967	Non-inhibitor	0.8547	Non-inhibitor	0.8206	Non-inhibitor	0.8106	Non-substrate	0.8918	Substrate	0.7221	Non-substrate	0.8972	Inhibitor	0.5241	Inhibitor	0.9231	Non-inhibitor	0.9249	Non-inhibitor	0.9647	Non-inhibitor	0.9741	Low CYP Inhibitory Promiscuity	0.8765	Non AMES toxic	0.9304	Non-carcinogens	0.9395	Not ready biodegradable	0.7663	Weak inhibitor	0.7498	Non-inhibitor	DB00195
82	0.9156	True	0.9535	False	0.702	False	0.5919	Substrate	0.5415	Non-inhibitor	0.9771	Non-inhibitor	0.9429	Non-inhibitor	0.9083	Non-substrate	0.8276	Non-substrate	0.5283	Substrate	0.8367	Non-inhibitor	0.8774	Non-inhibitor	0.9174	Non-inhibitor	0.6677	Non-inhibitor	0.8364	Non-inhibitor	0.8682	Low CYP Inhibitory Promiscuity	0.6907	Non AMES toxic	0.8863	Non-carcinogens	0.6191	Not ready biodegradable	0.9826	Weak inhibitor	0.9464	Non-inhibitor	DB00198
85	0.9974	True	0.9935	True	0.633	True	0.7572	Non-substrate	0.8086	Non-inhibitor	0.8471	Non-inhibitor	0.8872	Non-inhibitor	0.7484	Non-substrate	0.5869	Non-substrate	0.5305	Non-substrate	0.9046	Non-inhibitor	0.9906	Non-inhibitor	0.9836	Non-inhibitor	0.9927	Non-inhibitor	0.9618	Non-inhibitor	0.9924	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.9359	Non-carcinogens	0.6696	Ready biodegradable	0.8925	Weak inhibitor	0.8702	Non-inhibitor	DB00201
88	0.9924	True	0.9179	True	0.6257	False	0.6018	Substrate	0.6848	Inhibitor	0.7391	Non-inhibitor	0.7308	Non-inhibitor	0.7572	Non-substrate	0.9116	Non-substrate	0.6699	Substrate	0.6359	Non-inhibitor	0.5189	Non-inhibitor	0.7709	Non-inhibitor	0.544	Inhibitor	0.7715	Non-inhibitor	0.6823	High CYP Inhibitory Promiscuity	0.6193	Non AMES toxic	0.6038	Non-carcinogens	1.0	Not ready biodegradable	0.8119	Strong inhibitor	0.8258	Inhibitor	DB00204
109	0.9808	False	0.62	True	0.5605	False	0.7041	Substrate	0.9016	Non-inhibitor	0.9571	Non-inhibitor	0.9031	Non-inhibitor	0.8265	Non-substrate	0.8189	Non-substrate	0.5872	Non-substrate	0.9416	Non-inhibitor	0.9189	Non-inhibitor	0.9566	Non-inhibitor	0.8972	Non-inhibitor	0.9864	Non-inhibitor	0.9927	Low CYP Inhibitory Promiscuity	0.8343	Non AMES toxic	0.8563	Non-carcinogens	0.7604	Not ready biodegradable	0.9582	Weak inhibitor	0.9424	Non-inhibitor	DB00225
111	0.9452	True	0.9287	True	0.5484	False	0.7861	Substrate	0.7046	Inhibitor	0.8388	Inhibitor	0.8299	Non-inhibitor	0.8333	Non-substrate	0.9116	Non-substrate	0.6868	Substrate	0.9045	Non-inhibitor	0.9291	Non-inhibitor	0.923	Non-inhibitor	0.9026	Non-inhibitor	0.796	Inhibitor	0.8682	Low CYP Inhibitory Promiscuity	0.8475	Non AMES toxic	0.9519	Non-carcinogens	0.8819	Not ready biodegradable	0.7272	Weak inhibitor	0.7484	Non-inhibitor	DB00227
115	0.9913	True	0.9745	True	0.7979	True	0.55	Non-substrate	0.7388	Non-inhibitor	0.546	Inhibitor	0.7776	Non-inhibitor	0.6281	Non-substrate	0.9116	Non-substrate	0.6962	Substrate	0.5916	Inhibitor	0.5454	Non-inhibitor	0.891	Non-inhibitor	0.5615	Non-inhibitor	0.6014	Non-inhibitor	0.6494	Low CYP Inhibitory Promiscuity	0.7974	Non AMES toxic	0.8093	Non-carcinogens	1.0	Not ready biodegradable	0.9987	Weak inhibitor	0.8308	Non-inhibitor	DB00231
119	1.0	True	0.9807	True	0.6889	True	0.8041	Non-substrate	0.7835	Non-inhibitor	0.9799	Non-inhibitor	0.8614	Non-inhibitor	0.7016	Non-substrate	0.8411	Non-substrate	0.5641	Non-substrate	0.5399	Inhibitor	0.9071	Non-inhibitor	0.9816	Non-inhibitor	0.9025	Non-inhibitor	0.8827	Non-inhibitor	0.7866	Low CYP Inhibitory Promiscuity	0.7822	Non AMES toxic	0.9351	Non-carcinogens	0.993	Not ready biodegradable	0.991	Weak inhibitor	0.8941	Non-inhibitor	DB00235
122	0.9958	True	0.9756	True	0.8867	True	0.5606	Non-substrate	0.6488	Non-inhibitor	0.8514	Non-inhibitor	0.7124	Non-inhibitor	0.6179	Non-substrate	0.8919	Substrate	0.6413	Substrate	0.6175	Inhibitor	0.8009	Non-inhibitor	0.9451	Non-inhibitor	0.7971	Non-inhibitor	0.8309	Non-inhibitor	0.5443	Low CYP Inhibitory Promiscuity	0.5952	AMES toxic	0.9383	Non-carcinogens	0.964	Not ready biodegradable	0.9827	Weak inhibitor	0.8321	Non-inhibitor	DB00238
129	0.9766	True	0.9929	True	0.7912	True	0.5145	Non-substrate	0.8428	Inhibitor	0.9561	Non-inhibitor	0.8218	Inhibitor	0.7188	Non-substrate	0.5	Non-substrate	0.669	Substrate	0.9383	Non-inhibitor	0.9072	Non-inhibitor	0.7739	Inhibitor	0.871	Non-inhibitor	0.9627	Non-inhibitor	0.8925	Low CYP Inhibitory Promiscuity	0.5994	Non AMES toxic	0.9729	Non-carcinogens	0.8768	Not ready biodegradable	0.6077	Weak inhibitor	0.534	Non-inhibitor	DB00245
133	0.8129	True	0.6502	True	0.8707	False	0.7139	Non-substrate	0.8735	Non-inhibitor	0.8719	Non-inhibitor	0.8943	Non-inhibitor	0.7834	Non-substrate	0.8656	Non-substrate	0.5445	Non-substrate	0.9045	Non-inhibitor	0.9108	Non-inhibitor	0.9231	Non-inhibitor	0.9093	Non-inhibitor	0.8932	Non-inhibitor	0.8505	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.7699	Non-carcinogens	0.9542	Not ready biodegradable	0.9356	Weak inhibitor	0.8113	Non-inhibitor	DB00249
136	0.9909	True	0.976	True	0.8867	True	0.5593	Non-substrate	0.8782	Non-inhibitor	0.987	Non-inhibitor	0.8995	Non-inhibitor	0.733	Non-substrate	0.8911	Substrate	0.7591	Non-substrate	0.9045	Non-inhibitor	0.8304	Non-inhibitor	0.935	Non-inhibitor	0.9026	Non-inhibitor	0.8309	Non-inhibitor	0.8994	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.855	Non-carcinogens	0.992	Not ready biodegradable	0.9793	Weak inhibitor	0.8916	Non-inhibitor	DB00252
142	0.705	True	0.9601	True	0.5258	False	0.8366	Non-substrate	0.9806	Non-inhibitor	0.9866	Non-inhibitor	0.9609	Non-inhibitor	0.8335	Non-substrate	0.9164	Non-substrate	0.7384	Non-substrate	0.9381	Non-inhibitor	0.9273	Non-inhibitor	0.9462	Non-inhibitor	0.9608	Non-inhibitor	0.9627	Non-inhibitor	0.985	Low CYP Inhibitory Promiscuity	0.9042	Non AMES toxic	0.5617	Carcinogens 	0.9734	Ready biodegradable	0.9812	Weak inhibitor	0.9888	Non-inhibitor	DB00258
143	0.9893	True	0.9795	True	0.5881	True	0.9243	Non-substrate	0.969	Non-inhibitor	0.9313	Non-inhibitor	0.9254	Non-inhibitor	0.8093	Non-substrate	0.9117	Non-substrate	0.7625	Non-substrate	0.9045	Non-inhibitor	0.9418	Non-inhibitor	0.9478	Non-inhibitor	0.9025	Non-inhibitor	0.8891	Non-inhibitor	0.8059	Low CYP Inhibitory Promiscuity	0.9253	Non AMES toxic	0.8711	Non-carcinogens	0.9867	Not ready biodegradable	0.9432	Weak inhibitor	0.9451	Non-inhibitor	DB00259
