Unnamed: 0	hia	hia.cls	bbb	bbb.cls	caco2	caco2.cls	p_glycoprotein_substrate	p_glycoprotein_substrate.cls	p_glycoprotein_inhibitor_1	p_glycoprotein_inhibitor_1.cls	p_glycoprotein_inhibitor_2	p_glycoprotein_inhibitor_2.cls	renal_organic_cation_transporter	renal_organic_cation_transporter.cls	cyp450_2c9_substrate	cyp450_2c9_substrate.cls	cyp450_2d6_substrate	cyp450_2d6_substrate.cls	cyp450_3a4_substrate	cyp450_3a4_substrate.cls	cyp450_1a2_substrate	cyp450_1a2_substrate.cls	cyp450_2c9_inhibitor	cyp450_2c9_inhibitor.cls	cyp450_2d6_inhibitor	cyp450_2d6_inhibitor.cls	cyp450_2c19_inhibitor	cyp450_2c19_inhibitor.cls	cyp450_3a4_inhibitor	cyp450_3a4_inhibitor.cls	cyp_inhibitory_promiscuity	cyp_inhibitory_promiscuity.cls	ames_toxicity	ames_toxicity.cls	carcinogenicity	carcinogenicity.cls	biodegradation	biodegradation.cls	herg_inhibitor_1	herg_inhibitor_1.cls	herg_inhibitor_2	herg_inhibitor_2.cls	id
21	0.6115	False	0.9402	True	0.7398	False	0.6874	Non-substrate	0.9111	Non-inhibitor	0.9852	Non-inhibitor	0.947	Non-inhibitor	0.848	Non-substrate	0.8331	Non-substrate	0.5462	Non-substrate	0.9078	Non-inhibitor	0.9419	Non-inhibitor	0.921	Non-inhibitor	0.9293	Non-inhibitor	0.9296	Non-inhibitor	0.9633	Low CYP Inhibitory Promiscuity	0.8718	Non AMES toxic	0.9239	Non-carcinogens	0.9793	Not ready biodegradable	0.976	Weak inhibitor	0.8625	Non-inhibitor	DB00131
23	0.9407	True	0.6529	False	0.7839	False	0.7693	Non-substrate	0.9862	Non-inhibitor	0.9877	Non-inhibitor	0.9436	Non-inhibitor	0.8673	Non-substrate	0.846	Non-substrate	0.8389	Non-substrate	0.9087	Non-inhibitor	0.9512	Non-inhibitor	0.9349	Non-inhibitor	0.945	Non-inhibitor	0.908	Non-inhibitor	0.9914	Low CYP Inhibitory Promiscuity	0.9088	Non AMES toxic	0.82	Non-carcinogens	0.9489	Ready biodegradable	0.9923	Weak inhibitor	0.9811	Non-inhibitor	DB00133
26	0.9972	True	0.6588	True	0.7904	True	0.5199	Substrate	0.5819	Inhibitor	0.8202	Non-inhibitor	0.876	Non-inhibitor	0.8299	Non-substrate	0.8408	Non-substrate	0.6607	Substrate	0.9079	Non-inhibitor	0.7723	Non-inhibitor	0.9368	Non-inhibitor	0.5225	Inhibitor	0.8808	Non-inhibitor	0.6267	Low CYP Inhibitory Promiscuity	0.8391	Non AMES toxic	0.7489	Non-carcinogens	0.9655	Not ready biodegradable	0.9273	Weak inhibitor	0.8259	Non-inhibitor	DB00137
27	0.7309	True	0.5098	False	0.7541	False	0.606	Non-substrate	0.9749	Non-inhibitor	1.0	Non-inhibitor	0.9521	Non-inhibitor	0.9012	Non-substrate	0.8371	Non-substrate	0.8232	Non-substrate	0.8924	Non-inhibitor	0.8968	Non-inhibitor	0.9149	Non-inhibitor	0.9101	Non-inhibitor	0.6103	Non-inhibitor	0.995	Low CYP Inhibitory Promiscuity	0.5429	Non AMES toxic	0.781	Non-carcinogens	0.628	Ready biodegradable	0.9839	Weak inhibitor	0.9707	Non-inhibitor	DB00138
28	0.668	True	0.869	True	0.648	False	0.7618	Non-substrate	0.9796	Non-inhibitor	0.9701	Non-inhibitor	0.9513	Non-inhibitor	0.8535	Non-substrate	0.9161	Non-substrate	0.7794	Non-substrate	0.8848	Non-inhibitor	0.9759	Non-inhibitor	0.9713	Non-inhibitor	0.9856	Non-inhibitor	0.9679	Non-inhibitor	0.9951	Low CYP Inhibitory Promiscuity	0.9587	Non AMES toxic	0.7929	Non-carcinogens	0.9399	Ready biodegradable	0.9622	Weak inhibitor	0.9771	Non-inhibitor	DB00139
29	0.9156	True	0.8495	False	0.7122	False	0.7414	Substrate	0.8708	Non-inhibitor	0.9466	Non-inhibitor	0.9279	Non-inhibitor	0.7819	Non-substrate	0.8435	Non-substrate	0.522	Non-substrate	0.8531	Inhibitor	0.9071	Non-inhibitor	0.9516	Non-inhibitor	0.7302	Inhibitor	0.8309	Non-inhibitor	0.9203	Low CYP Inhibitory Promiscuity	0.804	Non AMES toxic	0.7954	Non-carcinogens	0.9641	Not ready biodegradable	0.9395	Weak inhibitor	0.5362	Non-inhibitor	DB00140
30	0.7511	True	0.7394	True	0.8423	False	0.7321	Non-substrate	0.8669	Non-inhibitor	0.8873	Non-inhibitor	0.971	Non-inhibitor	0.7733	Non-substrate	0.8286	Non-substrate	0.6654	Non-substrate	0.9215	Non-inhibitor	0.9064	Non-inhibitor	0.9409	Non-inhibitor	0.944	Non-inhibitor	0.9473	Non-inhibitor	0.9766	Low CYP Inhibitory Promiscuity	0.7108	Non AMES toxic	0.9044	Non-carcinogens	0.9048	Ready biodegradable	0.995	Weak inhibitor	0.9616	Non-inhibitor	DB00141
37	0.984	True	0.951	True	0.5943	False	0.5988	Non-substrate	0.9951	Non-inhibitor	0.9779	Non-inhibitor	0.8805	Non-inhibitor	0.8463	Non-substrate	0.7897	Non-substrate	0.7841	Non-substrate	0.9531	Non-inhibitor	0.9481	Non-inhibitor	0.9307	Non-inhibitor	0.9644	Non-inhibitor	0.9432	Non-inhibitor	0.9542	Low CYP Inhibitory Promiscuity	0.9284	Non AMES toxic	0.931	Non-carcinogens	0.8348	Not ready biodegradable	0.9864	Weak inhibitor	0.9402	Non-inhibitor	DB00150
40	1.0	True	0.9428	True	0.8323	True	0.6628	Substrate	0.7614	Inhibitor	0.8391	Non-inhibitor	0.796	Non-inhibitor	0.8432	Non-substrate	0.9003	Non-substrate	0.7362	Substrate	0.9046	Non-inhibitor	0.8924	Non-inhibitor	0.9519	Non-inhibitor	0.8784	Non-inhibitor	0.8142	Non-inhibitor	0.8163	Low CYP Inhibitory Promiscuity	0.9401	Non AMES toxic	0.9169	Non-carcinogens	0.9742	Not ready biodegradable	0.8502	Weak inhibitor	0.7513	Non-inhibitor	DB00153
41	0.9945	True	0.9539	True	0.8371	True	0.5962	Non-substrate	0.9487	Non-inhibitor	0.8964	Non-inhibitor	0.9272	Non-inhibitor	0.7643	Non-substrate	0.8954	Non-substrate	0.6678	Non-substrate	0.9107	Inhibitor	0.8972	Non-inhibitor	0.9545	Non-inhibitor	0.9467	Non-inhibitor	0.9295	Non-inhibitor	0.9349	Low CYP Inhibitory Promiscuity	0.9674	Non AMES toxic	0.6568	Non-carcinogens	0.811	Ready biodegradable	0.9133	Weak inhibitor	0.9103	Non-inhibitor	DB00154
43	0.939	True	0.6054	False	0.9009	False	0.7827	Non-substrate	0.9851	Non-inhibitor	0.9902	Non-inhibitor	0.9634	Non-inhibitor	0.8233	Non-substrate	0.8832	Non-substrate	0.8021	Non-substrate	0.8694	Non-inhibitor	0.9362	Non-inhibitor	0.9529	Non-inhibitor	0.9119	Non-inhibitor	0.8683	Non-inhibitor	0.9806	Low CYP Inhibitory Promiscuity	0.9538	Non AMES toxic	0.6811	Non-carcinogens	0.844	Ready biodegradable	0.9902	Weak inhibitor	0.9826	Non-inhibitor	DB00156
47	0.9527	True	0.5852	True	0.8768	False	0.7977	Non-substrate	0.9872	Non-inhibitor	0.9955	Non-inhibitor	0.9679	Non-inhibitor	0.8395	Non-substrate	0.873	Non-substrate	0.7576	Non-substrate	0.8276	Non-inhibitor	0.9523	Non-inhibitor	0.9583	Non-inhibitor	0.9722	Non-inhibitor	0.9359	Non-inhibitor	0.9916	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.5785	Non-carcinogens	0.646	Ready biodegradable	0.9943	Weak inhibitor	0.9795	Non-inhibitor	DB00161
49	0.9795	True	0.9767	True	0.8484	True	0.7189	Substrate	0.7598	Non-inhibitor	0.7802	Inhibitor	0.7882	Non-inhibitor	0.6949	Non-substrate	0.7813	Non-substrate	0.7533	Substrate	0.8122	Non-inhibitor	0.9071	Non-inhibitor	0.9231	Non-inhibitor	0.9026	Non-inhibitor	0.8309	Non-inhibitor	0.7762	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.8813	Non-carcinogens	0.9965	Not ready biodegradable	0.7192	Weak inhibitor	0.6449	Non-inhibitor	DB00163
51	0.9695	True	0.9749	True	0.5385	False	0.7248	Non-substrate	0.9526	Non-inhibitor	0.9856	Non-inhibitor	0.8373	Non-inhibitor	0.7961	Non-substrate	0.8334	Non-substrate	0.7346	Non-substrate	0.9046	Non-inhibitor	0.9071	Non-inhibitor	0.9232	Non-inhibitor	0.9025	Non-inhibitor	0.9365	Non-inhibitor	0.9301	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.8721	Non-carcinogens	0.7788	Ready biodegradable	0.9452	Weak inhibitor	0.9451	Non-inhibitor	DB00166
52	0.9677	True	0.78	True	0.7966	False	0.7385	Non-substrate	0.9825	Non-inhibitor	0.9739	Non-inhibitor	0.9696	Non-inhibitor	0.8513	Non-substrate	0.8372	Non-substrate	0.7827	Non-substrate	0.8536	Non-inhibitor	0.8762	Non-inhibitor	0.9	Non-inhibitor	0.9386	Non-inhibitor	0.9155	Non-inhibitor	0.97	Low CYP Inhibitory Promiscuity	0.903	Non AMES toxic	0.632	Non-carcinogens	0.5166	Ready biodegradable	0.9921	Weak inhibitor	0.9735	Non-inhibitor	DB00167
53	0.8218	False	0.5562	False	0.8956	False	0.5137	Substrate	0.9286	Non-inhibitor	0.9772	Non-inhibitor	0.9573	Non-inhibitor	0.833	Non-substrate	0.8474	Non-substrate	0.6928	Non-substrate	0.8972	Non-inhibitor	0.894	Non-inhibitor	0.9549	Non-inhibitor	0.9484	Non-inhibitor	0.9437	Non-inhibitor	0.9792	Low CYP Inhibitory Promiscuity	0.7963	Non AMES toxic	0.9284	Non-carcinogens	0.7073	Not ready biodegradable	0.9948	Weak inhibitor	0.9467	Non-inhibitor	DB00168
55	1.0	True	0.8265	True	0.8641	True	0.5245	Non-substrate	0.7375	Inhibitor	0.8743	Non-inhibitor	0.8027	Non-inhibitor	0.7596	Non-substrate	0.8924	Non-substrate	0.5705	Non-substrate	0.934	Inhibitor	0.9165	Inhibitor	0.7999	Inhibitor	0.8994	Inhibitor	0.7529	Non-inhibitor	0.8612	High CYP Inhibitory Promiscuity	0.9108	AMES toxic	0.9137	Non-carcinogens	0.7581	Not ready biodegradable	0.778	Weak inhibitor	0.8734	Non-inhibitor	DB00170
56	0.8672	False	0.9035	True	0.7475	False	0.6692	Non-substrate	0.8983	Non-inhibitor	0.9763	Non-inhibitor	0.9571	Non-inhibitor	0.8379	Non-substrate	0.8363	Non-substrate	0.5673	Non-substrate	0.8908	Non-inhibitor	0.9403	Non-inhibitor	0.9005	Non-inhibitor	0.9352	Non-inhibitor	0.9375	Non-inhibitor	0.976	Low CYP Inhibitory Promiscuity	0.8933	Non AMES toxic	0.9165	Non-carcinogens	0.9645	Not ready biodegradable	0.9727	Weak inhibitor	0.8159	Non-inhibitor	DB00171
59	0.5517	True	0.8465	True	0.8457	False	0.8088	Non-substrate	0.9513	Non-inhibitor	0.9935	Non-inhibitor	0.9753	Non-inhibitor	0.8403	Non-substrate	0.8337	Non-substrate	0.7705	Non-substrate	0.9617	Non-inhibitor	0.9717	Non-inhibitor	0.9669	Non-inhibitor	0.9763	Non-inhibitor	0.9079	Non-inhibitor	0.9922	Low CYP Inhibitory Promiscuity	0.6386	Non AMES toxic	0.8619	Non-carcinogens	0.8549	Ready biodegradable	0.9979	Weak inhibitor	0.9786	Non-inhibitor	DB00174
60	1.0	True	0.9775	True	0.5149	False	0.6079	Substrate	0.7883	Inhibitor	0.8382	Non-inhibitor	0.5325	Non-inhibitor	0.8595	Non-substrate	0.8919	Substrate	0.6723	Non-substrate	0.9107	Inhibitor	0.8949	Inhibitor	0.8932	Inhibitor	0.8994	Inhibitor	0.7959	Inhibitor	0.8481	Low CYP Inhibitory Promiscuity	0.5	Non AMES toxic	0.637	Non-carcinogens	1.0	Not ready biodegradable	0.8427	Weak inhibitor	0.7995	Inhibitor	DB00176
65	0.978	True	0.9339	True	0.5668	True	0.7373	Non-substrate	0.9825	Non-inhibitor	0.9842	Non-inhibitor	0.8435	Non-inhibitor	0.8746	Non-substrate	0.8426	Non-substrate	0.7618	Non-substrate	0.9046	Non-inhibitor	0.9071	Non-inhibitor	0.736	Non-inhibitor	0.8215	Non-inhibitor	0.8309	Non-inhibitor	0.9204	Low CYP Inhibitory Promiscuity	0.8621	Non AMES toxic	0.7401	Non-carcinogens	0.7362	Not ready biodegradable	0.9478	Weak inhibitor	0.8578	Non-inhibitor	DB00181
70	0.9826	True	0.9641	True	0.8867	True	0.517	Substrate	0.8866	Non-inhibitor	0.9167	Non-inhibitor	0.8812	Non-inhibitor	0.7692	Non-substrate	0.8685	Non-substrate	0.5631	Substrate	0.8262	Inhibitor	0.5063	Non-inhibitor	0.8445	Non-inhibitor	0.5065	Inhibitor	0.6563	Non-inhibitor	0.6407	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.7711	Non-carcinogens	1.0	Not ready biodegradable	0.999	Weak inhibitor	0.8734	Non-inhibitor	DB00186
74	0.8638	True	0.9659	False	0.7517	False	0.5584	Substrate	0.9619	Non-inhibitor	0.9952	Non-inhibitor	0.9484	Non-inhibitor	0.7843	Non-substrate	0.8017	Non-substrate	0.6267	Non-substrate	0.9106	Inhibitor	0.9071	Non-inhibitor	0.9231	Non-inhibitor	0.9025	Non-inhibitor	0.8308	Non-inhibitor	0.9615	Low CYP Inhibitory Promiscuity	0.9107	AMES toxic	0.7848	Non-carcinogens	0.9741	Not ready biodegradable	0.9868	Weak inhibitor	0.9413	Non-inhibitor	DB00190
75	0.9964	True	0.959	True	0.7688	True	0.6477	Non-substrate	0.934	Non-inhibitor	0.9801	Non-inhibitor	0.8236	Non-inhibitor	0.8411	Non-substrate	0.7204	Substrate	0.6493	Non-substrate	0.7962	Non-inhibitor	0.8861	Non-inhibitor	0.7825	Inhibitor	0.8996	Non-inhibitor	0.7348	Non-inhibitor	0.8782	Low CYP Inhibitory Promiscuity	0.9681	Non AMES toxic	0.6949	Non-carcinogens	0.9303	Not ready biodegradable	0.9867	Weak inhibitor	0.8734	Non-inhibitor	DB00191
77	0.9924	True	0.9382	True	0.8866	True	0.6283	Substrate	0.7807	Inhibitor	0.9589	Inhibitor	0.6398	Non-inhibitor	0.7678	Non-substrate	0.8919	Substrate	0.7726	Substrate	0.7136	Non-inhibitor	0.704	Non-inhibitor	0.6566	Inhibitor	0.6841	Non-inhibitor	0.6256	Non-inhibitor	0.7832	Low CYP Inhibitory Promiscuity	0.7899	Non AMES toxic	0.6663	Non-carcinogens	0.9975	Not ready biodegradable	0.6136	Weak inhibitor	0.7098	Inhibitor	DB00193
79	0.9903	True	0.8906	False	0.8866	True	0.7683	Substrate	0.7967	Non-inhibitor	0.8547	Non-inhibitor	0.8206	Non-inhibitor	0.8106	Non-substrate	0.8918	Substrate	0.7221	Non-substrate	0.8972	Inhibitor	0.5241	Inhibitor	0.9231	Non-inhibitor	0.9249	Non-inhibitor	0.9647	Non-inhibitor	0.9741	Low CYP Inhibitory Promiscuity	0.8765	Non AMES toxic	0.9304	Non-carcinogens	0.9395	Not ready biodegradable	0.7663	Weak inhibitor	0.7498	Non-inhibitor	DB00195
81	0.868	True	0.8183	True	0.6915	False	0.7514	Substrate	0.7854	Non-inhibitor	0.7015	Non-inhibitor	0.861	Non-inhibitor	0.8329	Non-substrate	0.8919	Substrate	0.7408	Substrate	0.5726	Non-inhibitor	0.6843	Non-inhibitor	0.9266	Non-inhibitor	0.6359	Non-inhibitor	0.5517	Non-inhibitor	0.5121	Low CYP Inhibitory Promiscuity	0.584	Non AMES toxic	0.9211	Non-carcinogens	0.9881	Not ready biodegradable	0.9911	Weak inhibitor	0.6643	Non-inhibitor	DB00197
86	0.9962	False	0.7717	True	0.5871	True	0.5916	Substrate	0.9036	Non-inhibitor	0.8503	Non-inhibitor	0.7974	Non-inhibitor	0.8434	Non-substrate	0.8173	Non-substrate	0.5158	Non-substrate	0.936	Non-inhibitor	0.9381	Non-inhibitor	0.9278	Non-inhibitor	0.9142	Non-inhibitor	0.9281	Non-inhibitor	0.9831	Low CYP Inhibitory Promiscuity	0.8556	Non AMES toxic	0.5298	Carcinogens 	0.7156	Ready biodegradable	0.9012	Weak inhibitor	0.8418	Non-inhibitor	DB00202
90	0.9216	True	0.9257	True	0.6549	True	0.7928	Substrate	0.8563	Inhibitor	0.75	Non-inhibitor	0.5194	Inhibitor	0.8859	Non-substrate	0.9116	Non-substrate	0.7065	Substrate	0.8965	Inhibitor	0.9071	Non-inhibitor	0.9384	Non-inhibitor	0.9025	Non-inhibitor	0.831	Non-inhibitor	0.7062	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.9439	Non-carcinogens	1.0	Not ready biodegradable	0.7505	Weak inhibitor	0.6194	Non-inhibitor	DB00206
91	0.5518	False	0.9739	False	0.7578	False	0.8765	Substrate	0.8513	Inhibitor	0.8893	Non-inhibitor	0.8753	Non-inhibitor	0.8373	Non-substrate	0.9116	Non-substrate	0.6403	Substrate	0.9295	Non-inhibitor	0.9021	Non-inhibitor	0.8904	Non-inhibitor	0.9023	Non-inhibitor	0.9533	Non-inhibitor	0.9751	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.9397	Non-carcinogens	0.9673	Not ready biodegradable	0.9929	Weak inhibitor	0.8555	Non-inhibitor	DB00207
96	0.8744	True	0.8746	False	0.8957	False	0.7043	Substrate	0.6427	Non-inhibitor	0.9732	Non-inhibitor	0.8832	Non-inhibitor	0.5243	Non-substrate	0.7775	Non-substrate	0.5695	Substrate	0.8245	Non-inhibitor	0.6456	Non-inhibitor	0.8548	Non-inhibitor	0.6534	Non-inhibitor	0.8648	Inhibitor	0.6298	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.7601	Non-carcinogens	0.9754	Not ready biodegradable	0.9958	Weak inhibitor	0.5881	Non-inhibitor	DB00212
99	0.9966	True	0.9729	True	0.6099	True	0.7597	Substrate	0.6361	Non-inhibitor	0.9789	Inhibitor	0.6993	Inhibitor	0.8401	Non-substrate	0.8919	Substrate	0.7407	Substrate	0.9045	Non-inhibitor	0.8949	Inhibitor	0.5054	Non-inhibitor	0.8994	Inhibitor	0.8309	Non-inhibitor	0.5223	High CYP Inhibitory Promiscuity	0.7602	Non AMES toxic	0.7452	Non-carcinogens	1.0	Not ready biodegradable	0.7735	Weak inhibitor	0.8994	Inhibitor	DB00215
102	0.9794	True	0.9597	False	0.6093	False	0.8607	Substrate	0.7564	Non-inhibitor	0.7181	Non-inhibitor	0.7318	Non-inhibitor	0.8018	Non-substrate	0.8247	Non-substrate	0.5756	Non-substrate	0.7417	Non-inhibitor	0.7735	Non-inhibitor	0.8359	Non-inhibitor	0.7401	Non-inhibitor	0.8811	Non-inhibitor	0.5536	Low CYP Inhibitory Promiscuity	0.6227	AMES toxic	0.9038	Non-carcinogens	1.0	Not ready biodegradable	0.8092	Weak inhibitor	0.6461	Non-inhibitor	DB00218
104	0.7472	True	0.9659	False	0.7148	False	0.9332	Substrate	0.8121	Inhibitor	0.7572	Inhibitor	0.8178	Non-inhibitor	0.7482	Non-substrate	0.8918	Substrate	0.7408	Substrate	0.9085	Non-inhibitor	0.7994	Non-inhibitor	0.8071	Non-inhibitor	0.6335	Non-inhibitor	0.5465	Inhibitor	0.8977	Low CYP Inhibitory Promiscuity	0.8008	Non AMES toxic	0.8547	Non-carcinogens	1.0	Not ready biodegradable	0.9786	Weak inhibitor	0.785	Inhibitor	DB00220
106	0.986	True	0.7322	True	0.6809	False	0.7501	Substrate	0.6556	Non-inhibitor	0.6124	Inhibitor	0.8241	Non-inhibitor	0.5661	Substrate	0.9116	Non-substrate	0.5978	Non-substrate	0.9045	Non-inhibitor	0.8949	Inhibitor	0.9231	Non-inhibitor	0.9025	Non-inhibitor	0.8309	Non-inhibitor	0.8599	Low CYP Inhibitory Promiscuity	0.6392	Non AMES toxic	0.7301	Non-carcinogens	0.68	Not ready biodegradable	0.7714	Weak inhibitor	0.8263	Non-inhibitor	DB00222
109	0.9808	False	0.62	True	0.5605	False	0.7041	Substrate	0.9016	Non-inhibitor	0.9571	Non-inhibitor	0.9031	Non-inhibitor	0.8265	Non-substrate	0.8189	Non-substrate	0.5872	Non-substrate	0.9416	Non-inhibitor	0.9189	Non-inhibitor	0.9566	Non-inhibitor	0.8972	Non-inhibitor	0.9864	Non-inhibitor	0.9927	Low CYP Inhibitory Promiscuity	0.8343	Non AMES toxic	0.8563	Non-carcinogens	0.7604	Not ready biodegradable	0.9582	Weak inhibitor	0.9424	Non-inhibitor	DB00225
