Unnamed: 0	hia	hia.cls	bbb	bbb.cls	caco2	caco2.cls	p_glycoprotein_substrate	p_glycoprotein_substrate.cls	p_glycoprotein_inhibitor_1	p_glycoprotein_inhibitor_1.cls	p_glycoprotein_inhibitor_2	p_glycoprotein_inhibitor_2.cls	renal_organic_cation_transporter	renal_organic_cation_transporter.cls	cyp450_2c9_substrate	cyp450_2c9_substrate.cls	cyp450_2d6_substrate	cyp450_2d6_substrate.cls	cyp450_3a4_substrate	cyp450_3a4_substrate.cls	cyp450_1a2_substrate	cyp450_1a2_substrate.cls	cyp450_2c9_inhibitor	cyp450_2c9_inhibitor.cls	cyp450_2d6_inhibitor	cyp450_2d6_inhibitor.cls	cyp450_2c19_inhibitor	cyp450_2c19_inhibitor.cls	cyp450_3a4_inhibitor	cyp450_3a4_inhibitor.cls	cyp_inhibitory_promiscuity	cyp_inhibitory_promiscuity.cls	ames_toxicity	ames_toxicity.cls	carcinogenicity	carcinogenicity.cls	biodegradation	biodegradation.cls	herg_inhibitor_1	herg_inhibitor_1.cls	herg_inhibitor_2	herg_inhibitor_2.cls	id
28	0.668	True	0.869	True	0.648	False	0.7618	Non-substrate	0.9796	Non-inhibitor	0.9701	Non-inhibitor	0.9513	Non-inhibitor	0.8535	Non-substrate	0.9161	Non-substrate	0.7794	Non-substrate	0.8848	Non-inhibitor	0.9759	Non-inhibitor	0.9713	Non-inhibitor	0.9856	Non-inhibitor	0.9679	Non-inhibitor	0.9951	Low CYP Inhibitory Promiscuity	0.9587	Non AMES toxic	0.7929	Non-carcinogens	0.9399	Ready biodegradable	0.9622	Weak inhibitor	0.9771	Non-inhibitor	DB00139
29	0.9156	True	0.8495	False	0.7122	False	0.7414	Substrate	0.8708	Non-inhibitor	0.9466	Non-inhibitor	0.9279	Non-inhibitor	0.7819	Non-substrate	0.8435	Non-substrate	0.522	Non-substrate	0.8531	Inhibitor	0.9071	Non-inhibitor	0.9516	Non-inhibitor	0.7302	Inhibitor	0.8309	Non-inhibitor	0.9203	Low CYP Inhibitory Promiscuity	0.804	Non AMES toxic	0.7954	Non-carcinogens	0.9641	Not ready biodegradable	0.9395	Weak inhibitor	0.5362	Non-inhibitor	DB00140
31	0.7892	False	0.6491	True	0.8191	False	0.5706	Non-substrate	0.9195	Non-inhibitor	0.99	Non-inhibitor	0.9445	Non-inhibitor	0.8791	Non-substrate	0.8096	Non-substrate	0.7544	Non-substrate	0.9437	Non-inhibitor	0.9179	Non-inhibitor	0.9502	Non-inhibitor	0.919	Non-inhibitor	0.939	Non-inhibitor	0.9898	Low CYP Inhibitory Promiscuity	0.9107	AMES toxic	0.9224	Non-carcinogens	0.597	Not ready biodegradable	0.9897	Weak inhibitor	0.9476	Non-inhibitor	DB00143
34	0.9953	True	0.9164	True	0.8891	True	0.7454	Substrate	0.5209	Inhibitor	0.6087	Inhibitor	0.7849	Non-inhibitor	0.8379	Non-substrate	0.9004	Non-substrate	0.7815	Substrate	0.8874	Non-inhibitor	0.9229	Non-inhibitor	0.9488	Non-inhibitor	0.7885	Non-inhibitor	0.7968	Non-inhibitor	0.56	Low CYP Inhibitory Promiscuity	0.8612	Non AMES toxic	0.917	Non-carcinogens	0.991	Not ready biodegradable	0.8189	Weak inhibitor	0.7589	Non-inhibitor	DB00146
36	0.9605	True	0.6849	True	0.6228	False	0.5275	Non-substrate	0.9704	Non-inhibitor	0.8744	Non-inhibitor	0.8321	Non-inhibitor	0.7916	Non-substrate	0.767	Non-substrate	0.7585	Non-substrate	0.9136	Non-inhibitor	0.9068	Non-inhibitor	0.8954	Non-inhibitor	0.9157	Non-inhibitor	0.9346	Non-inhibitor	0.9969	Low CYP Inhibitory Promiscuity	0.7522	Non AMES toxic	0.8138	Non-carcinogens	0.7859	Not ready biodegradable	0.9653	Weak inhibitor	0.9649	Non-inhibitor	DB00148
37	0.984	True	0.951	True	0.5943	False	0.5988	Non-substrate	0.9951	Non-inhibitor	0.9779	Non-inhibitor	0.8805	Non-inhibitor	0.8463	Non-substrate	0.7897	Non-substrate	0.7841	Non-substrate	0.9531	Non-inhibitor	0.9481	Non-inhibitor	0.9307	Non-inhibitor	0.9644	Non-inhibitor	0.9432	Non-inhibitor	0.9542	Low CYP Inhibitory Promiscuity	0.9284	Non AMES toxic	0.931	Non-carcinogens	0.8348	Not ready biodegradable	0.9864	Weak inhibitor	0.9402	Non-inhibitor	DB00150
39	0.7976	False	0.933	True	0.8867	True	0.5593	Non-substrate	0.9814	Non-inhibitor	0.8504	Non-inhibitor	0.7559	Non-inhibitor	0.842	Non-substrate	0.7591	Non-substrate	0.7256	Non-substrate	0.58	Non-inhibitor	0.7521	Non-inhibitor	0.7523	Non-inhibitor	0.7397	Non-inhibitor	0.8019	Non-inhibitor	0.7795	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.8999	Non-carcinogens	0.86	Not ready biodegradable	0.9415	Weak inhibitor	0.6221	Non-inhibitor	DB00152
41	0.9945	True	0.9539	True	0.8371	True	0.5962	Non-substrate	0.9487	Non-inhibitor	0.8964	Non-inhibitor	0.9272	Non-inhibitor	0.7643	Non-substrate	0.8954	Non-substrate	0.6678	Non-substrate	0.9107	Inhibitor	0.8972	Non-inhibitor	0.9545	Non-inhibitor	0.9467	Non-inhibitor	0.9295	Non-inhibitor	0.9349	Low CYP Inhibitory Promiscuity	0.9674	Non AMES toxic	0.6568	Non-carcinogens	0.811	Ready biodegradable	0.9133	Weak inhibitor	0.9103	Non-inhibitor	DB00154
42	0.6863	True	0.8961	True	0.813	False	0.616	Non-substrate	0.9782	Non-inhibitor	0.982	Non-inhibitor	0.9331	Non-inhibitor	0.7522	Non-substrate	0.7828	Non-substrate	0.8127	Non-substrate	0.9415	Non-inhibitor	0.9149	Non-inhibitor	0.97	Non-inhibitor	0.9018	Non-inhibitor	0.8309	Non-inhibitor	0.9896	Low CYP Inhibitory Promiscuity	0.5916	Non AMES toxic	0.9113	Non-carcinogens	0.9247	Ready biodegradable	0.972	Weak inhibitor	0.9716	Non-inhibitor	DB00155
45	0.7956	True	0.7609	True	0.844	False	0.687	Substrate	0.9795	Non-inhibitor	0.9969	Non-inhibitor	0.876	Non-inhibitor	0.8276	Non-substrate	0.7947	Non-substrate	0.6212	Non-substrate	0.9281	Non-inhibitor	0.9071	Non-inhibitor	0.9435	Non-inhibitor	0.916	Non-inhibitor	0.9075	Non-inhibitor	0.974	Low CYP Inhibitory Promiscuity	0.8724	Non AMES toxic	0.9521	Non-carcinogens	0.9191	Not ready biodegradable	0.9529	Weak inhibitor	0.8444	Non-inhibitor	DB00158
55	1.0	True	0.8265	True	0.8641	True	0.5245	Non-substrate	0.7375	Inhibitor	0.8743	Non-inhibitor	0.8027	Non-inhibitor	0.7596	Non-substrate	0.8924	Non-substrate	0.5705	Non-substrate	0.934	Inhibitor	0.9165	Inhibitor	0.7999	Inhibitor	0.8994	Inhibitor	0.7529	Non-inhibitor	0.8612	High CYP Inhibitory Promiscuity	0.9108	AMES toxic	0.9137	Non-carcinogens	0.7581	Not ready biodegradable	0.778	Weak inhibitor	0.8734	Non-inhibitor	DB00170
56	0.8672	False	0.9035	True	0.7475	False	0.6692	Non-substrate	0.8983	Non-inhibitor	0.9763	Non-inhibitor	0.9571	Non-inhibitor	0.8379	Non-substrate	0.8363	Non-substrate	0.5673	Non-substrate	0.8908	Non-inhibitor	0.9403	Non-inhibitor	0.9005	Non-inhibitor	0.9352	Non-inhibitor	0.9375	Non-inhibitor	0.976	Low CYP Inhibitory Promiscuity	0.8933	Non AMES toxic	0.9165	Non-carcinogens	0.9645	Not ready biodegradable	0.9727	Weak inhibitor	0.8159	Non-inhibitor	DB00171
58	0.9733	True	0.9395	True	0.5225	False	0.6835	Non-substrate	0.98	Non-inhibitor	0.9805	Non-inhibitor	0.8573	Non-inhibitor	0.9144	Non-substrate	0.8966	Non-substrate	0.7957	Non-substrate	0.6459	Non-inhibitor	0.9567	Non-inhibitor	0.988	Non-inhibitor	0.9441	Non-inhibitor	0.9246	Non-inhibitor	0.9024	Low CYP Inhibitory Promiscuity	0.6746	AMES toxic	0.9197	Non-carcinogens	0.9857	Not ready biodegradable	0.9646	Weak inhibitor	0.906	Non-inhibitor	DB00173
59	0.5517	True	0.8465	True	0.8457	False	0.8088	Non-substrate	0.9513	Non-inhibitor	0.9935	Non-inhibitor	0.9753	Non-inhibitor	0.8403	Non-substrate	0.8337	Non-substrate	0.7705	Non-substrate	0.9617	Non-inhibitor	0.9717	Non-inhibitor	0.9669	Non-inhibitor	0.9763	Non-inhibitor	0.9079	Non-inhibitor	0.9922	Low CYP Inhibitory Promiscuity	0.6386	Non AMES toxic	0.8619	Non-carcinogens	0.8549	Ready biodegradable	0.9979	Weak inhibitor	0.9786	Non-inhibitor	DB00174
70	0.9826	True	0.9641	True	0.8867	True	0.517	Substrate	0.8866	Non-inhibitor	0.9167	Non-inhibitor	0.8812	Non-inhibitor	0.7692	Non-substrate	0.8685	Non-substrate	0.5631	Substrate	0.8262	Inhibitor	0.5063	Non-inhibitor	0.8445	Non-inhibitor	0.5065	Inhibitor	0.6563	Non-inhibitor	0.6407	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.7711	Non-carcinogens	1.0	Not ready biodegradable	0.999	Weak inhibitor	0.8734	Non-inhibitor	DB00186
77	0.9924	True	0.9382	True	0.8866	True	0.6283	Substrate	0.7807	Inhibitor	0.9589	Inhibitor	0.6398	Non-inhibitor	0.7678	Non-substrate	0.8919	Substrate	0.7726	Substrate	0.7136	Non-inhibitor	0.704	Non-inhibitor	0.6566	Inhibitor	0.6841	Non-inhibitor	0.6256	Non-inhibitor	0.7832	Low CYP Inhibitory Promiscuity	0.7899	Non AMES toxic	0.6663	Non-carcinogens	0.9975	Not ready biodegradable	0.6136	Weak inhibitor	0.7098	Inhibitor	DB00193
78	0.9227	True	0.9383	True	0.8957	False	0.7026	Non-substrate	0.966	Non-inhibitor	0.9533	Non-inhibitor	0.9444	Non-inhibitor	0.8639	Non-substrate	0.8349	Non-substrate	0.5866	Non-substrate	0.9667	Non-inhibitor	0.9595	Non-inhibitor	0.977	Non-inhibitor	0.9514	Non-inhibitor	0.962	Non-inhibitor	0.9701	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.9182	Non-carcinogens	0.9738	Not ready biodegradable	0.989	Weak inhibitor	0.9102	Non-inhibitor	DB00194
80	0.9894	True	0.9382	True	0.8867	True	0.6008	Non-substrate	0.8782	Non-inhibitor	0.9004	Non-inhibitor	0.6461	Non-inhibitor	0.7898	Non-substrate	0.9116	Non-substrate	0.565	Non-substrate	0.6312	Non-inhibitor	0.5497	Non-inhibitor	0.809	Non-inhibitor	0.532	Inhibitor	0.8196	Non-inhibitor	0.524	Low CYP Inhibitory Promiscuity	0.548	Non AMES toxic	0.7298	Non-carcinogens	1.0	Not ready biodegradable	0.8229	Weak inhibitor	0.6614	Non-inhibitor	DB00196
86	0.9962	False	0.7717	True	0.5871	True	0.5916	Substrate	0.9036	Non-inhibitor	0.8503	Non-inhibitor	0.7974	Non-inhibitor	0.8434	Non-substrate	0.8173	Non-substrate	0.5158	Non-substrate	0.936	Non-inhibitor	0.9381	Non-inhibitor	0.9278	Non-inhibitor	0.9142	Non-inhibitor	0.9281	Non-inhibitor	0.9831	Low CYP Inhibitory Promiscuity	0.8556	Non AMES toxic	0.5298	Carcinogens 	0.7156	Ready biodegradable	0.9012	Weak inhibitor	0.8418	Non-inhibitor	DB00202
93	0.9469	False	0.9418	True	0.6042	True	0.6431	Substrate	0.7783	Non-inhibitor	0.9759	Non-inhibitor	0.7234	Inhibitor	0.818	Non-substrate	0.774	Non-substrate	0.5716	Substrate	0.9005	Non-inhibitor	0.89	Non-inhibitor	0.7317	Non-inhibitor	0.9147	Non-inhibitor	0.8121	Non-inhibitor	0.9567	Low CYP Inhibitory Promiscuity	0.8238	Non AMES toxic	0.9458	Non-carcinogens	0.8128	Not ready biodegradable	0.9135	Weak inhibitor	0.6933	Non-inhibitor	DB00209
97	0.9935	True	0.5777	False	0.7262	True	0.6127	Non-substrate	0.5587	Inhibitor	0.9198	Non-inhibitor	0.6285	Non-inhibitor	0.84	Non-substrate	0.8683	Non-substrate	0.7254	Substrate	0.7639	Inhibitor	0.8054	Non-inhibitor	0.7308	Non-inhibitor	0.7877	Inhibitor	0.7258	Non-inhibitor	0.903	High CYP Inhibitory Promiscuity	0.5527	Non AMES toxic	0.8108	Non-carcinogens	0.9972	Not ready biodegradable	0.9228	Weak inhibitor	0.8734	Non-inhibitor	DB00213
100	0.9872	True	0.9774	True	0.628	False	0.6308	Substrate	0.8046	Non-inhibitor	0.8383	Non-inhibitor	0.7	Inhibitor	0.6591	Non-substrate	0.9115	Non-substrate	0.643	Substrate	0.7021	Non-inhibitor	0.8103	Non-inhibitor	0.7615	Non-inhibitor	0.7519	Non-inhibitor	0.6355	Non-inhibitor	0.6986	Low CYP Inhibitory Promiscuity	0.5945	Non AMES toxic	0.8556	Non-carcinogens	0.9883	Not ready biodegradable	0.6436	Weak inhibitor	0.7581	Inhibitor	DB00216
101	0.9713	True	0.85	True	0.5072	True	0.5681	Non-substrate	0.9217	Non-inhibitor	0.6727	Non-inhibitor	0.5516	Inhibitor	0.7952	Non-substrate	0.5	Non-substrate	0.7359	Non-substrate	0.7802	Non-inhibitor	0.9218	Non-inhibitor	0.5754	Inhibitor	0.8195	Non-inhibitor	0.8329	Non-inhibitor	0.9069	Low CYP Inhibitory Promiscuity	0.7985	Non AMES toxic	0.886	Non-carcinogens	0.9161	Not ready biodegradable	0.9126	Weak inhibitor	0.9191	Non-inhibitor	DB00217
102	0.9794	True	0.9597	False	0.6093	False	0.8607	Substrate	0.7564	Non-inhibitor	0.7181	Non-inhibitor	0.7318	Non-inhibitor	0.8018	Non-substrate	0.8247	Non-substrate	0.5756	Non-substrate	0.7417	Non-inhibitor	0.7735	Non-inhibitor	0.8359	Non-inhibitor	0.7401	Non-inhibitor	0.8811	Non-inhibitor	0.5536	Low CYP Inhibitory Promiscuity	0.6227	AMES toxic	0.9038	Non-carcinogens	1.0	Not ready biodegradable	0.8092	Weak inhibitor	0.6461	Non-inhibitor	DB00218
104	0.7472	True	0.9659	False	0.7148	False	0.9332	Substrate	0.8121	Inhibitor	0.7572	Inhibitor	0.8178	Non-inhibitor	0.7482	Non-substrate	0.8918	Substrate	0.7408	Substrate	0.9085	Non-inhibitor	0.7994	Non-inhibitor	0.8071	Non-inhibitor	0.6335	Non-inhibitor	0.5465	Inhibitor	0.8977	Low CYP Inhibitory Promiscuity	0.8008	Non AMES toxic	0.8547	Non-carcinogens	1.0	Not ready biodegradable	0.9786	Weak inhibitor	0.785	Inhibitor	DB00220
105	0.9956	True	0.9488	False	0.5564	False	0.5499	Substrate	0.882	Non-inhibitor	0.962	Non-inhibitor	0.9379	Non-inhibitor	0.8052	Non-substrate	0.5843	Non-substrate	0.5841	Non-substrate	0.7285	Non-inhibitor	0.8126	Non-inhibitor	0.7513	Non-inhibitor	0.8375	Non-inhibitor	0.8819	Non-inhibitor	0.7781	Low CYP Inhibitory Promiscuity	0.7703	Non AMES toxic	0.8754	Non-carcinogens	0.9363	Not ready biodegradable	0.9676	Weak inhibitor	0.7683	Non-inhibitor	DB00221
107	0.9948	True	0.971	True	0.747	True	0.7725	Substrate	0.7629	Non-inhibitor	0.9002	Non-inhibitor	0.8405	Non-inhibitor	0.8789	Non-substrate	0.9031	Non-substrate	0.6991	Substrate	0.9313	Non-inhibitor	0.9254	Non-inhibitor	0.939	Non-inhibitor	0.9234	Non-inhibitor	0.7563	Non-inhibitor	0.8979	Low CYP Inhibitory Promiscuity	0.8509	Non AMES toxic	0.9232	Non-carcinogens	1.0	Not ready biodegradable	0.9794	Weak inhibitor	0.6022	Non-inhibitor	DB00223
110	0.8727	True	0.5276	True	0.5409	False	0.6176	Non-substrate	0.9348	Non-inhibitor	0.8788	Non-inhibitor	0.5077	Non-inhibitor	0.8797	Non-substrate	0.6273	Non-substrate	0.7651	Non-substrate	0.9045	Non-inhibitor	0.9071	Non-inhibitor	0.9231	Non-inhibitor	0.9026	Non-inhibitor	0.9529	Non-inhibitor	0.9413	Low CYP Inhibitory Promiscuity	0.584	Non AMES toxic	0.9459	Non-carcinogens	0.9371	Not ready biodegradable	0.8914	Weak inhibitor	0.8892	Non-inhibitor	DB00226
113	0.5528	True	0.9865	False	0.6981	False	0.9008	Substrate	0.7087	Non-inhibitor	0.92	Non-inhibitor	0.8475	Non-inhibitor	0.8441	Non-substrate	0.8071	Non-substrate	0.568	Substrate	0.9045	Non-inhibitor	0.9071	Non-inhibitor	0.923	Non-inhibitor	0.9026	Non-inhibitor	0.8496	Non-inhibitor	0.7105	Low CYP Inhibitory Promiscuity	0.6519	Non AMES toxic	0.9074	Non-carcinogens	0.7808	Not ready biodegradable	0.891	Weak inhibitor	0.806	Non-inhibitor	DB00229
117	0.9356	True	0.7101	False	0.852	False	0.8405	Non-substrate	0.9777	Non-inhibitor	0.9905	Non-inhibitor	0.9337	Non-inhibitor	0.8174	Non-substrate	0.8358	Non-substrate	0.7782	Non-substrate	0.8645	Non-inhibitor	0.8281	Non-inhibitor	0.9627	Non-inhibitor	0.5778	Inhibitor	0.7324	Non-inhibitor	0.9157	Low CYP Inhibitory Promiscuity	0.9388	Non AMES toxic	0.8045	Non-carcinogens	0.6246	Ready biodegradable	0.9689	Weak inhibitor	0.9676	Non-inhibitor	DB00233
118	0.9968	True	0.9381	True	0.575	True	0.7914	Substrate	0.8825	Inhibitor	0.5968	Non-inhibitor	0.5581	Non-inhibitor	0.8237	Non-substrate	0.9116	Non-substrate	0.5402	Non-substrate	0.9045	Non-inhibitor	0.8063	Non-inhibitor	0.5687	Non-inhibitor	0.9026	Non-inhibitor	0.6318	Inhibitor	0.5218	Low CYP Inhibitory Promiscuity	0.9141	Non AMES toxic	0.9083	Non-carcinogens	0.9372	Not ready biodegradable	0.7754	Strong inhibitor	0.717	Inhibitor	DB00234
121	0.9324	True	0.9782	True	0.6013	False	0.5938	Substrate	0.617	Non-inhibitor	0.961	Non-inhibitor	0.9465	Non-inhibitor	0.7719	Non-substrate	0.9014	Non-substrate	0.7098	Non-substrate	0.8775	Non-inhibitor	0.821	Non-inhibitor	0.933	Non-inhibitor	0.7828	Non-inhibitor	0.9203	Non-inhibitor	0.9458	Low CYP Inhibitory Promiscuity	0.6458	Non AMES toxic	0.8533	Non-carcinogens	0.9759	Not ready biodegradable	0.99	Weak inhibitor	0.9233	Non-inhibitor	DB00237
123	0.9903	True	0.9699	True	0.5346	True	0.6346	Non-substrate	0.7469	Non-inhibitor	0.8492	Inhibitor	0.8361	Inhibitor	0.8221	Non-substrate	0.9116	Non-substrate	0.6122	Non-substrate	0.793	Inhibitor	0.6532	Inhibitor	0.6844	Non-inhibitor	0.8635	Inhibitor	0.6477	Inhibitor	0.8414	High CYP Inhibitory Promiscuity	0.7381	Non AMES toxic	0.7601	Non-carcinogens	1.0	Not ready biodegradable	0.6542	Weak inhibitor	0.507	Inhibitor	DB00239
124	0.9948	True	0.9518	True	0.6337	True	0.7572	Substrate	0.8049	Non-inhibitor	0.8763	Non-inhibitor	0.8262	Non-inhibitor	0.8524	Non-substrate	0.9027	Non-substrate	0.717	Substrate	0.9228	Non-inhibitor	0.9215	Non-inhibitor	0.9372	Non-inhibitor	0.8962	Non-inhibitor	0.7736	Non-inhibitor	0.8568	Low CYP Inhibitory Promiscuity	0.8448	Non AMES toxic	0.9132	Non-carcinogens	0.9974	Not ready biodegradable	0.9651	Weak inhibitor	0.6522	Non-inhibitor	DB00240
126	1.0	True	0.9386	True	0.7394	False	0.6469	Non-substrate	0.9139	Non-inhibitor	0.8526	Non-inhibitor	0.8722	Non-inhibitor	0.8948	Non-substrate	0.8145	Non-substrate	0.5	Non-substrate	0.7226	Non-inhibitor	0.8803	Non-inhibitor	0.9007	Non-inhibitor	0.8856	Non-inhibitor	0.831	Non-inhibitor	0.8761	Low CYP Inhibitory Promiscuity	0.8673	Non AMES toxic	0.6795	Non-carcinogens	1.0	Not ready biodegradable	0.9326	Weak inhibitor	0.8344	Non-inhibitor	DB00242
128	0.9471	True	0.6168	False	0.8829	False	0.8186	Non-substrate	0.985	Non-inhibitor	0.9912	Non-inhibitor	0.9314	Non-inhibitor	0.8284	Non-substrate	0.8331	Non-substrate	0.7636	Non-substrate	0.9045	Non-inhibitor	0.8712	Non-inhibitor	0.9744	Non-inhibitor	0.6752	Inhibitor	0.6628	Non-inhibitor	0.9023	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.7922	Non-carcinogens	0.6197	Ready biodegradable	0.9759	Weak inhibitor	0.9715	Non-inhibitor	DB00244
