Unnamed: 0	hia	hia.cls	bbb	bbb.cls	caco2	caco2.cls	p_glycoprotein_substrate	p_glycoprotein_substrate.cls	p_glycoprotein_inhibitor_1	p_glycoprotein_inhibitor_1.cls	p_glycoprotein_inhibitor_2	p_glycoprotein_inhibitor_2.cls	renal_organic_cation_transporter	renal_organic_cation_transporter.cls	cyp450_2c9_substrate	cyp450_2c9_substrate.cls	cyp450_2d6_substrate	cyp450_2d6_substrate.cls	cyp450_3a4_substrate	cyp450_3a4_substrate.cls	cyp450_1a2_substrate	cyp450_1a2_substrate.cls	cyp450_2c9_inhibitor	cyp450_2c9_inhibitor.cls	cyp450_2d6_inhibitor	cyp450_2d6_inhibitor.cls	cyp450_2c19_inhibitor	cyp450_2c19_inhibitor.cls	cyp450_3a4_inhibitor	cyp450_3a4_inhibitor.cls	cyp_inhibitory_promiscuity	cyp_inhibitory_promiscuity.cls	ames_toxicity	ames_toxicity.cls	carcinogenicity	carcinogenicity.cls	biodegradation	biodegradation.cls	herg_inhibitor_1	herg_inhibitor_1.cls	herg_inhibitor_2	herg_inhibitor_2.cls	id
32	0.6612	False	0.5475	True	0.666	False	0.5358	Non-substrate	0.7716	Non-inhibitor	0.9679	Non-inhibitor	0.9512	Non-inhibitor	0.9229	Non-substrate	0.8056	Non-substrate	0.6063	Non-substrate	0.7648	Non-inhibitor	0.8731	Non-inhibitor	0.8662	Non-inhibitor	0.7588	Non-inhibitor	0.7248	Non-inhibitor	0.9716	Low CYP Inhibitory Promiscuity	0.7626	Non AMES toxic	0.7671	Non-carcinogens	0.7036	Not ready biodegradable	0.9279	Weak inhibitor	0.7921	Non-inhibitor	DB00144
34	0.9953	True	0.9164	True	0.8891	True	0.7454	Substrate	0.5209	Inhibitor	0.6087	Inhibitor	0.7849	Non-inhibitor	0.8379	Non-substrate	0.9004	Non-substrate	0.7815	Substrate	0.8874	Non-inhibitor	0.9229	Non-inhibitor	0.9488	Non-inhibitor	0.7885	Non-inhibitor	0.7968	Non-inhibitor	0.56	Low CYP Inhibitory Promiscuity	0.8612	Non AMES toxic	0.917	Non-carcinogens	0.991	Not ready biodegradable	0.8189	Weak inhibitor	0.7589	Non-inhibitor	DB00146
35	0.9937	True	0.6605	True	0.6034	False	0.6664	Non-substrate	0.9793	Non-inhibitor	0.9345	Non-inhibitor	0.8338	Non-inhibitor	0.7017	Non-substrate	0.8006	Non-substrate	0.7247	Non-substrate	0.7841	Non-inhibitor	0.9194	Non-inhibitor	0.9437	Non-inhibitor	0.8778	Non-inhibitor	0.8435	Non-inhibitor	0.7875	Low CYP Inhibitory Promiscuity	0.801	Non AMES toxic	0.9323	Non-carcinogens	0.7562	Ready biodegradable	0.935	Weak inhibitor	0.9528	Non-inhibitor	DB00147
36	0.9605	True	0.6849	True	0.6228	False	0.5275	Non-substrate	0.9704	Non-inhibitor	0.8744	Non-inhibitor	0.8321	Non-inhibitor	0.7916	Non-substrate	0.767	Non-substrate	0.7585	Non-substrate	0.9136	Non-inhibitor	0.9068	Non-inhibitor	0.8954	Non-inhibitor	0.9157	Non-inhibitor	0.9346	Non-inhibitor	0.9969	Low CYP Inhibitory Promiscuity	0.7522	Non AMES toxic	0.8138	Non-carcinogens	0.7859	Not ready biodegradable	0.9653	Weak inhibitor	0.9649	Non-inhibitor	DB00148
37	0.984	True	0.951	True	0.5943	False	0.5988	Non-substrate	0.9951	Non-inhibitor	0.9779	Non-inhibitor	0.8805	Non-inhibitor	0.8463	Non-substrate	0.7897	Non-substrate	0.7841	Non-substrate	0.9531	Non-inhibitor	0.9481	Non-inhibitor	0.9307	Non-inhibitor	0.9644	Non-inhibitor	0.9432	Non-inhibitor	0.9542	Low CYP Inhibitory Promiscuity	0.9284	Non AMES toxic	0.931	Non-carcinogens	0.8348	Not ready biodegradable	0.9864	Weak inhibitor	0.9402	Non-inhibitor	DB00150
38	0.9698	True	0.5918	True	0.721	False	0.8141	Non-substrate	0.984	Non-inhibitor	0.9903	Non-inhibitor	0.9462	Non-inhibitor	0.8473	Non-substrate	0.8141	Non-substrate	0.8245	Non-substrate	0.94	Non-inhibitor	0.9584	Non-inhibitor	0.9665	Non-inhibitor	0.9634	Non-inhibitor	0.9602	Non-inhibitor	0.9888	Low CYP Inhibitory Promiscuity	0.9107	AMES toxic	0.7998	Non-carcinogens	0.7577	Ready biodegradable	0.9891	Weak inhibitor	0.9684	Non-inhibitor	DB00151
42	0.6863	True	0.8961	True	0.813	False	0.616	Non-substrate	0.9782	Non-inhibitor	0.982	Non-inhibitor	0.9331	Non-inhibitor	0.7522	Non-substrate	0.7828	Non-substrate	0.8127	Non-substrate	0.9415	Non-inhibitor	0.9149	Non-inhibitor	0.97	Non-inhibitor	0.9018	Non-inhibitor	0.8309	Non-inhibitor	0.9896	Low CYP Inhibitory Promiscuity	0.5916	Non AMES toxic	0.9113	Non-carcinogens	0.9247	Ready biodegradable	0.972	Weak inhibitor	0.9716	Non-inhibitor	DB00155
49	0.9795	True	0.9767	True	0.8484	True	0.7189	Substrate	0.7598	Non-inhibitor	0.7802	Inhibitor	0.7882	Non-inhibitor	0.6949	Non-substrate	0.7813	Non-substrate	0.7533	Substrate	0.8122	Non-inhibitor	0.9071	Non-inhibitor	0.9231	Non-inhibitor	0.9026	Non-inhibitor	0.8309	Non-inhibitor	0.7762	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.8813	Non-carcinogens	0.9965	Not ready biodegradable	0.7192	Weak inhibitor	0.6449	Non-inhibitor	DB00163
51	0.9695	True	0.9749	True	0.5385	False	0.7248	Non-substrate	0.9526	Non-inhibitor	0.9856	Non-inhibitor	0.8373	Non-inhibitor	0.7961	Non-substrate	0.8334	Non-substrate	0.7346	Non-substrate	0.9046	Non-inhibitor	0.9071	Non-inhibitor	0.9232	Non-inhibitor	0.9025	Non-inhibitor	0.9365	Non-inhibitor	0.9301	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.8721	Non-carcinogens	0.7788	Ready biodegradable	0.9452	Weak inhibitor	0.9451	Non-inhibitor	DB00166
53	0.8218	False	0.5562	False	0.8956	False	0.5137	Substrate	0.9286	Non-inhibitor	0.9772	Non-inhibitor	0.9573	Non-inhibitor	0.833	Non-substrate	0.8474	Non-substrate	0.6928	Non-substrate	0.8972	Non-inhibitor	0.894	Non-inhibitor	0.9549	Non-inhibitor	0.9484	Non-inhibitor	0.9437	Non-inhibitor	0.9792	Low CYP Inhibitory Promiscuity	0.7963	Non AMES toxic	0.9284	Non-carcinogens	0.7073	Not ready biodegradable	0.9948	Weak inhibitor	0.9467	Non-inhibitor	DB00168
55	1.0	True	0.8265	True	0.8641	True	0.5245	Non-substrate	0.7375	Inhibitor	0.8743	Non-inhibitor	0.8027	Non-inhibitor	0.7596	Non-substrate	0.8924	Non-substrate	0.5705	Non-substrate	0.934	Inhibitor	0.9165	Inhibitor	0.7999	Inhibitor	0.8994	Inhibitor	0.7529	Non-inhibitor	0.8612	High CYP Inhibitory Promiscuity	0.9108	AMES toxic	0.9137	Non-carcinogens	0.7581	Not ready biodegradable	0.778	Weak inhibitor	0.8734	Non-inhibitor	DB00170
56	0.8672	False	0.9035	True	0.7475	False	0.6692	Non-substrate	0.8983	Non-inhibitor	0.9763	Non-inhibitor	0.9571	Non-inhibitor	0.8379	Non-substrate	0.8363	Non-substrate	0.5673	Non-substrate	0.8908	Non-inhibitor	0.9403	Non-inhibitor	0.9005	Non-inhibitor	0.9352	Non-inhibitor	0.9375	Non-inhibitor	0.976	Low CYP Inhibitory Promiscuity	0.8933	Non AMES toxic	0.9165	Non-carcinogens	0.9645	Not ready biodegradable	0.9727	Weak inhibitor	0.8159	Non-inhibitor	DB00171
60	1.0	True	0.9775	True	0.5149	False	0.6079	Substrate	0.7883	Inhibitor	0.8382	Non-inhibitor	0.5325	Non-inhibitor	0.8595	Non-substrate	0.8919	Substrate	0.6723	Non-substrate	0.9107	Inhibitor	0.8949	Inhibitor	0.8932	Inhibitor	0.8994	Inhibitor	0.7959	Inhibitor	0.8481	Low CYP Inhibitory Promiscuity	0.5	Non AMES toxic	0.637	Non-carcinogens	1.0	Not ready biodegradable	0.8427	Weak inhibitor	0.7995	Inhibitor	DB00176
66	0.9972	True	0.9565	True	0.8395	True	0.7379	Non-substrate	0.9519	Non-inhibitor	0.9859	Non-inhibitor	0.8002	Non-inhibitor	0.8114	Non-substrate	0.8919	Substrate	0.795	Non-substrate	0.5697	Non-inhibitor	0.9313	Non-inhibitor	0.657	Inhibitor	0.8445	Non-inhibitor	0.8709	Non-inhibitor	0.8732	Low CYP Inhibitory Promiscuity	0.93	Non AMES toxic	0.6869	Non-carcinogens	0.6575	Not ready biodegradable	0.9452	Weak inhibitor	0.9231	Non-inhibitor	DB00182
67	0.9781	True	0.8889	False	0.7803	False	0.8173	Substrate	0.5349	Inhibitor	0.8697	Non-inhibitor	0.8741	Non-inhibitor	0.7942	Non-substrate	0.7192	Non-substrate	0.5854	Substrate	0.7808	Non-inhibitor	0.6841	Non-inhibitor	0.8705	Non-inhibitor	0.6693	Non-inhibitor	0.7511	Non-inhibitor	0.7453	Low CYP Inhibitory Promiscuity	0.7568	Non AMES toxic	0.9366	Non-carcinogens	0.9946	Not ready biodegradable	0.9773	Weak inhibitor	0.5659	Inhibitor	DB00183
70	0.9826	True	0.9641	True	0.8867	True	0.517	Substrate	0.8866	Non-inhibitor	0.9167	Non-inhibitor	0.8812	Non-inhibitor	0.7692	Non-substrate	0.8685	Non-substrate	0.5631	Substrate	0.8262	Inhibitor	0.5063	Non-inhibitor	0.8445	Non-inhibitor	0.5065	Inhibitor	0.6563	Non-inhibitor	0.6407	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.7711	Non-carcinogens	1.0	Not ready biodegradable	0.999	Weak inhibitor	0.8734	Non-inhibitor	DB00186
71	0.7023	True	0.9645	False	0.5	True	0.6511	Substrate	0.8625	Non-inhibitor	0.7171	Non-inhibitor	0.8605	Non-inhibitor	0.8124	Non-substrate	0.663	Substrate	0.5869	Non-substrate	0.864	Non-inhibitor	0.8789	Non-inhibitor	0.8806	Non-inhibitor	0.9585	Non-inhibitor	0.8495	Non-inhibitor	0.9761	Low CYP Inhibitory Promiscuity	0.9066	Non AMES toxic	0.9519	Non-carcinogens	0.6493	Not ready biodegradable	0.9556	Weak inhibitor	0.774	Non-inhibitor	DB00187
72	0.6935	False	0.6533	False	0.6576	False	0.5909	Substrate	0.785	Non-inhibitor	1.0	Non-inhibitor	0.9445	Non-inhibitor	0.7145	Non-substrate	0.8918	Substrate	0.5209	Non-substrate	0.855	Non-inhibitor	0.8267	Non-inhibitor	0.9304	Non-inhibitor	0.8108	Non-inhibitor	0.7308	Non-inhibitor	0.9604	Low CYP Inhibitory Promiscuity	0.7439	Non AMES toxic	0.8064	Non-carcinogens	0.9943	Not ready biodegradable	0.9936	Weak inhibitor	0.8593	Non-inhibitor	DB00188
73	0.9965	True	0.9685	True	0.646	True	0.743	Non-substrate	0.9023	Non-inhibitor	0.9672	Non-inhibitor	0.9589	Non-inhibitor	0.7267	Non-substrate	0.9	Non-substrate	0.6176	Non-substrate	0.5224	Non-inhibitor	0.6241	Non-inhibitor	0.9316	Non-inhibitor	0.5539	Inhibitor	0.7814	Non-inhibitor	0.7382	Low CYP Inhibitory Promiscuity	0.867	AMES toxic	0.8102	Carcinogens 	0.9614	Not ready biodegradable	0.9406	Weak inhibitor	0.9289	Non-inhibitor	DB00189
75	0.9964	True	0.959	True	0.7688	True	0.6477	Non-substrate	0.934	Non-inhibitor	0.9801	Non-inhibitor	0.8236	Non-inhibitor	0.8411	Non-substrate	0.7204	Substrate	0.6493	Non-substrate	0.7962	Non-inhibitor	0.8861	Non-inhibitor	0.7825	Inhibitor	0.8996	Non-inhibitor	0.7348	Non-inhibitor	0.8782	Low CYP Inhibitory Promiscuity	0.9681	Non AMES toxic	0.6949	Non-carcinogens	0.9303	Not ready biodegradable	0.9867	Weak inhibitor	0.8734	Non-inhibitor	DB00191
83	0.5114	True	0.9889	False	0.8957	False	0.8098	Substrate	0.8564	Inhibitor	0.5963	Non-inhibitor	0.9222	Non-inhibitor	0.7898	Non-substrate	0.9225	Non-substrate	0.6528	Substrate	0.9045	Non-inhibitor	0.907	Non-inhibitor	0.923	Non-inhibitor	0.9074	Non-inhibitor	0.5744	Non-inhibitor	0.9391	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.9335	Non-carcinogens	1.0	Not ready biodegradable	0.9902	Weak inhibitor	0.8956	Non-inhibitor	DB00199
84	0.6922	True	0.712	False	0.6447	False	0.8579	Substrate	0.6643	Non-inhibitor	0.5	Inhibitor	0.9054	Non-inhibitor	0.8081	Non-substrate	0.8083	Non-substrate	0.6458	Substrate	0.8778	Non-inhibitor	0.8836	Non-inhibitor	0.8717	Non-inhibitor	0.709	Non-inhibitor	0.5841	Inhibitor	0.8028	Low CYP Inhibitory Promiscuity	0.5675	Non AMES toxic	0.7831	Non-carcinogens	0.9729	Not ready biodegradable	0.8966	Weak inhibitor	0.6952	Non-inhibitor	DB00200
86	0.9962	False	0.7717	True	0.5871	True	0.5916	Substrate	0.9036	Non-inhibitor	0.8503	Non-inhibitor	0.7974	Non-inhibitor	0.8434	Non-substrate	0.8173	Non-substrate	0.5158	Non-substrate	0.936	Non-inhibitor	0.9381	Non-inhibitor	0.9278	Non-inhibitor	0.9142	Non-inhibitor	0.9281	Non-inhibitor	0.9831	Low CYP Inhibitory Promiscuity	0.8556	Non AMES toxic	0.5298	Carcinogens 	0.7156	Ready biodegradable	0.9012	Weak inhibitor	0.8418	Non-inhibitor	DB00202
88	0.9924	True	0.9179	True	0.6257	False	0.6018	Substrate	0.6848	Inhibitor	0.7391	Non-inhibitor	0.7308	Non-inhibitor	0.7572	Non-substrate	0.9116	Non-substrate	0.6699	Substrate	0.6359	Non-inhibitor	0.5189	Non-inhibitor	0.7709	Non-inhibitor	0.544	Inhibitor	0.7715	Non-inhibitor	0.6823	High CYP Inhibitory Promiscuity	0.6193	Non AMES toxic	0.6038	Non-carcinogens	1.0	Not ready biodegradable	0.8119	Strong inhibitor	0.8258	Inhibitor	DB00204
89	0.9973	True	0.9383	True	0.6217	True	0.5822	Non-substrate	0.8643	Non-inhibitor	0.9045	Non-inhibitor	0.7451	Non-inhibitor	0.8103	Non-substrate	0.9116	Non-substrate	0.6582	Non-substrate	0.9107	Inhibitor	0.9071	Non-inhibitor	0.8932	Inhibitor	0.9026	Non-inhibitor	0.7586	Non-inhibitor	0.6667	High CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.8016	Non-carcinogens	1.0	Not ready biodegradable	0.9337	Weak inhibitor	0.8586	Non-inhibitor	DB00205
91	0.5518	False	0.9739	False	0.7578	False	0.8765	Substrate	0.8513	Inhibitor	0.8893	Non-inhibitor	0.8753	Non-inhibitor	0.8373	Non-substrate	0.9116	Non-substrate	0.6403	Substrate	0.9295	Non-inhibitor	0.9021	Non-inhibitor	0.8904	Non-inhibitor	0.9023	Non-inhibitor	0.9533	Non-inhibitor	0.9751	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.9397	Non-carcinogens	0.9673	Not ready biodegradable	0.9929	Weak inhibitor	0.8555	Non-inhibitor	DB00207
95	0.7686	True	0.856	False	0.7382	False	0.784	Substrate	0.9781	Non-inhibitor	0.9866	Non-inhibitor	0.8896	Non-inhibitor	0.8519	Non-substrate	0.7593	Non-substrate	0.5595	Non-substrate	0.8848	Inhibitor	0.9385	Non-inhibitor	0.9231	Non-inhibitor	0.8993	Inhibitor	0.867	Non-inhibitor	0.9316	Low CYP Inhibitory Promiscuity	0.774	Non AMES toxic	0.8613	Non-carcinogens	0.9595	Not ready biodegradable	0.9772	Weak inhibitor	0.8604	Non-inhibitor	DB00211
103	0.9145	False	0.9176	True	0.5843	True	0.7876	Substrate	0.697	Non-inhibitor	0.6538	Inhibitor	0.5	Inhibitor	0.8148	Non-substrate	0.8029	Non-substrate	0.6182	Substrate	0.7909	Non-inhibitor	0.821	Non-inhibitor	0.8189	Inhibitor	0.7824	Non-inhibitor	0.5422	Non-inhibitor	0.7636	Low CYP Inhibitory Promiscuity	0.8956	Non AMES toxic	0.7012	Non-carcinogens	0.7771	Not ready biodegradable	0.9062	Weak inhibitor	0.8391	Inhibitor	DB00219
108	0.821	True	0.9923	False	0.8183	False	0.8899	Substrate	0.7987	Inhibitor	0.5819	Non-inhibitor	0.8501	Non-inhibitor	0.7816	Non-substrate	0.8918	Substrate	0.7831	Substrate	0.9057	Non-inhibitor	0.6278	Non-inhibitor	0.7476	Non-inhibitor	0.6264	Non-inhibitor	0.6525	Inhibitor	0.7808	Low CYP Inhibitory Promiscuity	0.8629	Non AMES toxic	0.887	Non-carcinogens	0.9951	Not ready biodegradable	0.9557	Weak inhibitor	0.7265	Inhibitor	DB00224
110	0.8727	True	0.5276	True	0.5409	False	0.6176	Non-substrate	0.9348	Non-inhibitor	0.8788	Non-inhibitor	0.5077	Non-inhibitor	0.8797	Non-substrate	0.6273	Non-substrate	0.7651	Non-substrate	0.9045	Non-inhibitor	0.9071	Non-inhibitor	0.9231	Non-inhibitor	0.9026	Non-inhibitor	0.9529	Non-inhibitor	0.9413	Low CYP Inhibitory Promiscuity	0.584	Non AMES toxic	0.9459	Non-carcinogens	0.9371	Not ready biodegradable	0.8914	Weak inhibitor	0.8892	Non-inhibitor	DB00226
111	0.9452	True	0.9287	True	0.5484	False	0.7861	Substrate	0.7046	Inhibitor	0.8388	Inhibitor	0.8299	Non-inhibitor	0.8333	Non-substrate	0.9116	Non-substrate	0.6868	Substrate	0.9045	Non-inhibitor	0.9291	Non-inhibitor	0.923	Non-inhibitor	0.9026	Non-inhibitor	0.796	Inhibitor	0.8682	Low CYP Inhibitory Promiscuity	0.8475	Non AMES toxic	0.9519	Non-carcinogens	0.8819	Not ready biodegradable	0.7272	Weak inhibitor	0.7484	Non-inhibitor	DB00227
112	1.0	True	0.994	True	0.6125	True	0.8919	Non-substrate	0.9553	Non-inhibitor	0.9297	Non-inhibitor	0.9293	Non-inhibitor	0.8407	Non-substrate	0.9116	Non-substrate	0.7179	Non-substrate	0.5701	Non-inhibitor	0.8112	Non-inhibitor	0.9408	Non-inhibitor	0.5794	Non-inhibitor	0.9604	Non-inhibitor	0.8702	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.7574	Carcinogens 	0.9642	Not ready biodegradable	0.9576	Weak inhibitor	0.9032	Non-inhibitor	DB00228
116	0.9834	True	0.6866	False	0.6992	False	0.5317	Substrate	0.8518	Non-inhibitor	0.8888	Non-inhibitor	0.8177	Non-inhibitor	0.631	Non-substrate	0.8261	Non-substrate	0.532	Non-substrate	0.6883	Non-inhibitor	0.6493	Non-inhibitor	0.858	Non-inhibitor	0.808	Non-inhibitor	0.5094	Inhibitor	0.7345	Low CYP Inhibitory Promiscuity	0.8905	Non AMES toxic	0.82	Non-carcinogens	0.9971	Not ready biodegradable	0.9384	Weak inhibitor	0.9318	Non-inhibitor	DB00232
125	0.9112	True	0.9703	True	0.5936	False	0.5365	Non-substrate	0.5179	Inhibitor	0.9678	Non-inhibitor	0.9331	Non-inhibitor	0.7999	Non-substrate	0.8708	Non-substrate	0.6804	Non-substrate	0.8535	Non-inhibitor	0.8768	Non-inhibitor	0.9324	Non-inhibitor	0.8354	Non-inhibitor	0.9074	Non-inhibitor	0.9626	Low CYP Inhibitory Promiscuity	0.5716	Non AMES toxic	0.8861	Non-carcinogens	0.9833	Not ready biodegradable	0.9898	Weak inhibitor	0.9711	Non-inhibitor	DB00241
129	0.9766	True	0.9929	True	0.7912	True	0.5145	Non-substrate	0.8428	Inhibitor	0.9561	Non-inhibitor	0.8218	Inhibitor	0.7188	Non-substrate	0.5	Non-substrate	0.669	Substrate	0.9383	Non-inhibitor	0.9072	Non-inhibitor	0.7739	Inhibitor	0.871	Non-inhibitor	0.9627	Non-inhibitor	0.8925	Low CYP Inhibitory Promiscuity	0.5994	Non AMES toxic	0.9729	Non-carcinogens	0.8768	Not ready biodegradable	0.6077	Weak inhibitor	0.534	Non-inhibitor	DB00245
132	1.0	True	0.9383	True	0.6583	False	0.7972	Substrate	0.8903	Inhibitor	0.7698	Inhibitor	0.5339	Non-inhibitor	0.812	Non-substrate	0.7438	Non-substrate	0.6336	Substrate	0.7733	Non-inhibitor	0.7396	Non-inhibitor	0.7124	Non-inhibitor	0.8341	Non-inhibitor	0.6476	Non-inhibitor	0.8712	Low CYP Inhibitory Promiscuity	0.5619	Non AMES toxic	0.8542	Non-carcinogens	0.846	Not ready biodegradable	0.6224	Weak inhibitor	0.5309	Non-inhibitor	DB00248
