Unnamed: 0	hia	hia.cls	bbb	bbb.cls	caco2	caco2.cls	p_glycoprotein_substrate	p_glycoprotein_substrate.cls	p_glycoprotein_inhibitor_1	p_glycoprotein_inhibitor_1.cls	p_glycoprotein_inhibitor_2	p_glycoprotein_inhibitor_2.cls	renal_organic_cation_transporter	renal_organic_cation_transporter.cls	cyp450_2c9_substrate	cyp450_2c9_substrate.cls	cyp450_2d6_substrate	cyp450_2d6_substrate.cls	cyp450_3a4_substrate	cyp450_3a4_substrate.cls	cyp450_1a2_substrate	cyp450_1a2_substrate.cls	cyp450_2c9_inhibitor	cyp450_2c9_inhibitor.cls	cyp450_2d6_inhibitor	cyp450_2d6_inhibitor.cls	cyp450_2c19_inhibitor	cyp450_2c19_inhibitor.cls	cyp450_3a4_inhibitor	cyp450_3a4_inhibitor.cls	cyp_inhibitory_promiscuity	cyp_inhibitory_promiscuity.cls	ames_toxicity	ames_toxicity.cls	carcinogenicity	carcinogenicity.cls	biodegradation	biodegradation.cls	herg_inhibitor_1	herg_inhibitor_1.cls	herg_inhibitor_2	herg_inhibitor_2.cls	id
47	0.9527	True	0.5852	True	0.8768	False	0.7977	Non-substrate	0.9872	Non-inhibitor	0.9955	Non-inhibitor	0.9679	Non-inhibitor	0.8395	Non-substrate	0.873	Non-substrate	0.7576	Non-substrate	0.8276	Non-inhibitor	0.9523	Non-inhibitor	0.9583	Non-inhibitor	0.9722	Non-inhibitor	0.9359	Non-inhibitor	0.9916	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.5785	Non-carcinogens	0.646	Ready biodegradable	0.9943	Weak inhibitor	0.9795	Non-inhibitor	DB00161
50	0.9728	True	0.6889	True	0.8958	False	0.5579	Non-substrate	0.9723	Non-inhibitor	0.9221	Non-inhibitor	0.8177	Non-inhibitor	0.7386	Non-substrate	0.781	Non-substrate	0.7104	Non-substrate	0.9046	Non-inhibitor	0.9071	Non-inhibitor	0.923	Non-inhibitor	0.9025	Non-inhibitor	0.8648	Non-inhibitor	0.695	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.9418	Non-carcinogens	0.5678	Not ready biodegradable	0.8454	Weak inhibitor	0.8734	Non-inhibitor	DB00165
57	0.9755	True	0.9245	True	0.6216	False	0.5641	Non-substrate	0.9938	Non-inhibitor	0.9819	Non-inhibitor	0.8047	Non-inhibitor	0.8458	Non-substrate	0.7439	Non-substrate	0.7563	Non-substrate	0.9045	Non-inhibitor	0.9627	Non-inhibitor	0.9595	Non-inhibitor	0.9656	Non-inhibitor	0.992	Non-inhibitor	0.9918	Low CYP Inhibitory Promiscuity	0.8927	Non AMES toxic	0.9574	Non-carcinogens	0.9077	Ready biodegradable	0.9555	Weak inhibitor	0.9506	Non-inhibitor	DB00172
58	0.9733	True	0.9395	True	0.5225	False	0.6835	Non-substrate	0.98	Non-inhibitor	0.9805	Non-inhibitor	0.8573	Non-inhibitor	0.9144	Non-substrate	0.8966	Non-substrate	0.7957	Non-substrate	0.6459	Non-inhibitor	0.9567	Non-inhibitor	0.988	Non-inhibitor	0.9441	Non-inhibitor	0.9246	Non-inhibitor	0.9024	Low CYP Inhibitory Promiscuity	0.6746	AMES toxic	0.9197	Non-carcinogens	0.9857	Not ready biodegradable	0.9646	Weak inhibitor	0.906	Non-inhibitor	DB00173
61	0.9956	True	0.8032	False	0.6912	False	0.685	Substrate	0.5548	Non-inhibitor	0.5966	Non-inhibitor	0.8646	Non-inhibitor	0.7722	Non-substrate	0.9116	Non-substrate	0.5073	Non-substrate	0.8707	Non-inhibitor	0.5398	Non-inhibitor	0.8816	Non-inhibitor	0.5539	Inhibitor	0.5521	Non-inhibitor	0.5618	High CYP Inhibitory Promiscuity	0.6384	Non AMES toxic	0.645	Non-carcinogens	1.0	Not ready biodegradable	0.9766	Weak inhibitor	0.7388	Non-inhibitor	DB00177
65	0.978	True	0.9339	True	0.5668	True	0.7373	Non-substrate	0.9825	Non-inhibitor	0.9842	Non-inhibitor	0.8435	Non-inhibitor	0.8746	Non-substrate	0.8426	Non-substrate	0.7618	Non-substrate	0.9046	Non-inhibitor	0.9071	Non-inhibitor	0.736	Non-inhibitor	0.8215	Non-inhibitor	0.8309	Non-inhibitor	0.9204	Low CYP Inhibitory Promiscuity	0.8621	Non AMES toxic	0.7401	Non-carcinogens	0.7362	Not ready biodegradable	0.9478	Weak inhibitor	0.8578	Non-inhibitor	DB00181
68	1.0	True	0.9748	True	0.8867	True	0.5	Substrate	0.8998	Non-inhibitor	0.9368	Non-inhibitor	0.6868	Inhibitor	0.7998	Non-substrate	0.8918	Substrate	0.5	Non-substrate	0.6347	Non-inhibitor	0.8433	Non-inhibitor	0.8838	Non-inhibitor	0.8543	Non-inhibitor	0.8308	Non-inhibitor	0.7589	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.9626	Non-carcinogens	0.9478	Not ready biodegradable	0.8851	Weak inhibitor	0.7978	Non-inhibitor	DB00184
74	0.8638	True	0.9659	False	0.7517	False	0.5584	Substrate	0.9619	Non-inhibitor	0.9952	Non-inhibitor	0.9484	Non-inhibitor	0.7843	Non-substrate	0.8017	Non-substrate	0.6267	Non-substrate	0.9106	Inhibitor	0.9071	Non-inhibitor	0.9231	Non-inhibitor	0.9025	Non-inhibitor	0.8308	Non-inhibitor	0.9615	Low CYP Inhibitory Promiscuity	0.9107	AMES toxic	0.7848	Non-carcinogens	0.9741	Not ready biodegradable	0.9868	Weak inhibitor	0.9413	Non-inhibitor	DB00190
77	0.9924	True	0.9382	True	0.8866	True	0.6283	Substrate	0.7807	Inhibitor	0.9589	Inhibitor	0.6398	Non-inhibitor	0.7678	Non-substrate	0.8919	Substrate	0.7726	Substrate	0.7136	Non-inhibitor	0.704	Non-inhibitor	0.6566	Inhibitor	0.6841	Non-inhibitor	0.6256	Non-inhibitor	0.7832	Low CYP Inhibitory Promiscuity	0.7899	Non AMES toxic	0.6663	Non-carcinogens	0.9975	Not ready biodegradable	0.6136	Weak inhibitor	0.7098	Inhibitor	DB00193
78	0.9227	True	0.9383	True	0.8957	False	0.7026	Non-substrate	0.966	Non-inhibitor	0.9533	Non-inhibitor	0.9444	Non-inhibitor	0.8639	Non-substrate	0.8349	Non-substrate	0.5866	Non-substrate	0.9667	Non-inhibitor	0.9595	Non-inhibitor	0.977	Non-inhibitor	0.9514	Non-inhibitor	0.962	Non-inhibitor	0.9701	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.9182	Non-carcinogens	0.9738	Not ready biodegradable	0.989	Weak inhibitor	0.9102	Non-inhibitor	DB00194
79	0.9903	True	0.8906	False	0.8866	True	0.7683	Substrate	0.7967	Non-inhibitor	0.8547	Non-inhibitor	0.8206	Non-inhibitor	0.8106	Non-substrate	0.8918	Substrate	0.7221	Non-substrate	0.8972	Inhibitor	0.5241	Inhibitor	0.9231	Non-inhibitor	0.9249	Non-inhibitor	0.9647	Non-inhibitor	0.9741	Low CYP Inhibitory Promiscuity	0.8765	Non AMES toxic	0.9304	Non-carcinogens	0.9395	Not ready biodegradable	0.7663	Weak inhibitor	0.7498	Non-inhibitor	DB00195
80	0.9894	True	0.9382	True	0.8867	True	0.6008	Non-substrate	0.8782	Non-inhibitor	0.9004	Non-inhibitor	0.6461	Non-inhibitor	0.7898	Non-substrate	0.9116	Non-substrate	0.565	Non-substrate	0.6312	Non-inhibitor	0.5497	Non-inhibitor	0.809	Non-inhibitor	0.532	Inhibitor	0.8196	Non-inhibitor	0.524	Low CYP Inhibitory Promiscuity	0.548	Non AMES toxic	0.7298	Non-carcinogens	1.0	Not ready biodegradable	0.8229	Weak inhibitor	0.6614	Non-inhibitor	DB00196
81	0.868	True	0.8183	True	0.6915	False	0.7514	Substrate	0.7854	Non-inhibitor	0.7015	Non-inhibitor	0.861	Non-inhibitor	0.8329	Non-substrate	0.8919	Substrate	0.7408	Substrate	0.5726	Non-inhibitor	0.6843	Non-inhibitor	0.9266	Non-inhibitor	0.6359	Non-inhibitor	0.5517	Non-inhibitor	0.5121	Low CYP Inhibitory Promiscuity	0.584	Non AMES toxic	0.9211	Non-carcinogens	0.9881	Not ready biodegradable	0.9911	Weak inhibitor	0.6643	Non-inhibitor	DB00197
82	0.9156	True	0.9535	False	0.702	False	0.5919	Substrate	0.5415	Non-inhibitor	0.9771	Non-inhibitor	0.9429	Non-inhibitor	0.9083	Non-substrate	0.8276	Non-substrate	0.5283	Substrate	0.8367	Non-inhibitor	0.8774	Non-inhibitor	0.9174	Non-inhibitor	0.6677	Non-inhibitor	0.8364	Non-inhibitor	0.8682	Low CYP Inhibitory Promiscuity	0.6907	Non AMES toxic	0.8863	Non-carcinogens	0.6191	Not ready biodegradable	0.9826	Weak inhibitor	0.9464	Non-inhibitor	DB00198
85	0.9974	True	0.9935	True	0.633	True	0.7572	Non-substrate	0.8086	Non-inhibitor	0.8471	Non-inhibitor	0.8872	Non-inhibitor	0.7484	Non-substrate	0.5869	Non-substrate	0.5305	Non-substrate	0.9046	Non-inhibitor	0.9906	Non-inhibitor	0.9836	Non-inhibitor	0.9927	Non-inhibitor	0.9618	Non-inhibitor	0.9924	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.9359	Non-carcinogens	0.6696	Ready biodegradable	0.8925	Weak inhibitor	0.8702	Non-inhibitor	DB00201
87	1.0	True	0.6461	True	0.7078	True	0.7753	Substrate	0.672	Inhibitor	0.8877	Inhibitor	0.648	Non-inhibitor	0.6553	Non-substrate	0.8918	Substrate	0.7254	Substrate	0.823	Non-inhibitor	0.6864	Inhibitor	0.8394	Non-inhibitor	0.8222	Non-inhibitor	0.849	Inhibitor	0.5839	High CYP Inhibitory Promiscuity	0.5683	Non AMES toxic	0.6658	Non-carcinogens	0.7641	Not ready biodegradable	0.8664	Weak inhibitor	0.7602	Inhibitor	DB00203
92	0.9902	True	0.9906	True	0.6062	True	0.6111	Substrate	0.8	Inhibitor	0.8513	Inhibitor	0.8152	Inhibitor	0.8234	Non-substrate	0.9115	Non-substrate	0.5155	Non-substrate	0.9107	Inhibitor	0.907	Non-inhibitor	0.9209	Inhibitor	0.8994	Inhibitor	0.8808	Non-inhibitor	0.9666	High CYP Inhibitory Promiscuity	0.6773	Non AMES toxic	0.9414	Non-carcinogens	0.9959	Not ready biodegradable	0.6392	Strong inhibitor	0.6333	Inhibitor	DB00208
93	0.9469	False	0.9418	True	0.6042	True	0.6431	Substrate	0.7783	Non-inhibitor	0.9759	Non-inhibitor	0.7234	Inhibitor	0.818	Non-substrate	0.774	Non-substrate	0.5716	Substrate	0.9005	Non-inhibitor	0.89	Non-inhibitor	0.7317	Non-inhibitor	0.9147	Non-inhibitor	0.8121	Non-inhibitor	0.9567	Low CYP Inhibitory Promiscuity	0.8238	Non AMES toxic	0.9458	Non-carcinogens	0.8128	Not ready biodegradable	0.9135	Weak inhibitor	0.6933	Non-inhibitor	DB00209
94	1.0	True	0.7061	True	0.8439	True	0.5408	Non-substrate	0.8074	Non-inhibitor	0.5	Inhibitor	0.8646	Non-inhibitor	0.7171	Non-substrate	0.8925	Non-substrate	0.5116	Non-substrate	0.7812	Non-inhibitor	0.7758	Inhibitor	0.9466	Non-inhibitor	0.653	Non-inhibitor	0.8246	Non-inhibitor	0.8509	Low CYP Inhibitory Promiscuity	0.8575	Non AMES toxic	0.8707	Non-carcinogens	0.9715	Not ready biodegradable	0.9774	Weak inhibitor	0.8855	Non-inhibitor	DB00210
96	0.8744	True	0.8746	False	0.8957	False	0.7043	Substrate	0.6427	Non-inhibitor	0.9732	Non-inhibitor	0.8832	Non-inhibitor	0.5243	Non-substrate	0.7775	Non-substrate	0.5695	Substrate	0.8245	Non-inhibitor	0.6456	Non-inhibitor	0.8548	Non-inhibitor	0.6534	Non-inhibitor	0.8648	Inhibitor	0.6298	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.7601	Non-carcinogens	0.9754	Not ready biodegradable	0.9958	Weak inhibitor	0.5881	Non-inhibitor	DB00212
98	0.9156	True	0.6871	True	0.5374	False	0.799	Non-substrate	0.7695	Non-inhibitor	0.8232	Non-inhibitor	0.9185	Non-inhibitor	0.6049	Substrate	0.9116	Non-substrate	0.7558	Non-substrate	0.9045	Non-inhibitor	0.6692	Non-inhibitor	0.923	Non-inhibitor	0.9025	Non-inhibitor	0.5905	Inhibitor	0.6324	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.8366	Non-carcinogens	1.0	Not ready biodegradable	0.9854	Weak inhibitor	0.8668	Non-inhibitor	DB00214
101	0.9713	True	0.85	True	0.5072	True	0.5681	Non-substrate	0.9217	Non-inhibitor	0.6727	Non-inhibitor	0.5516	Inhibitor	0.7952	Non-substrate	0.5	Non-substrate	0.7359	Non-substrate	0.7802	Non-inhibitor	0.9218	Non-inhibitor	0.5754	Inhibitor	0.8195	Non-inhibitor	0.8329	Non-inhibitor	0.9069	Low CYP Inhibitory Promiscuity	0.7985	Non AMES toxic	0.886	Non-carcinogens	0.9161	Not ready biodegradable	0.9126	Weak inhibitor	0.9191	Non-inhibitor	DB00217
105	0.9956	True	0.9488	False	0.5564	False	0.5499	Substrate	0.882	Non-inhibitor	0.962	Non-inhibitor	0.9379	Non-inhibitor	0.8052	Non-substrate	0.5843	Non-substrate	0.5841	Non-substrate	0.7285	Non-inhibitor	0.8126	Non-inhibitor	0.7513	Non-inhibitor	0.8375	Non-inhibitor	0.8819	Non-inhibitor	0.7781	Low CYP Inhibitory Promiscuity	0.7703	Non AMES toxic	0.8754	Non-carcinogens	0.9363	Not ready biodegradable	0.9676	Weak inhibitor	0.7683	Non-inhibitor	DB00221
106	0.986	True	0.7322	True	0.6809	False	0.7501	Substrate	0.6556	Non-inhibitor	0.6124	Inhibitor	0.8241	Non-inhibitor	0.5661	Substrate	0.9116	Non-substrate	0.5978	Non-substrate	0.9045	Non-inhibitor	0.8949	Inhibitor	0.9231	Non-inhibitor	0.9025	Non-inhibitor	0.8309	Non-inhibitor	0.8599	Low CYP Inhibitory Promiscuity	0.6392	Non AMES toxic	0.7301	Non-carcinogens	0.68	Not ready biodegradable	0.7714	Weak inhibitor	0.8263	Non-inhibitor	DB00222
115	0.9913	True	0.9745	True	0.7979	True	0.55	Non-substrate	0.7388	Non-inhibitor	0.546	Inhibitor	0.7776	Non-inhibitor	0.6281	Non-substrate	0.9116	Non-substrate	0.6962	Substrate	0.5916	Inhibitor	0.5454	Non-inhibitor	0.891	Non-inhibitor	0.5615	Non-inhibitor	0.6014	Non-inhibitor	0.6494	Low CYP Inhibitory Promiscuity	0.7974	Non AMES toxic	0.8093	Non-carcinogens	1.0	Not ready biodegradable	0.9987	Weak inhibitor	0.8308	Non-inhibitor	DB00231
119	1.0	True	0.9807	True	0.6889	True	0.8041	Non-substrate	0.7835	Non-inhibitor	0.9799	Non-inhibitor	0.8614	Non-inhibitor	0.7016	Non-substrate	0.8411	Non-substrate	0.5641	Non-substrate	0.5399	Inhibitor	0.9071	Non-inhibitor	0.9816	Non-inhibitor	0.9025	Non-inhibitor	0.8827	Non-inhibitor	0.7866	Low CYP Inhibitory Promiscuity	0.7822	Non AMES toxic	0.9351	Non-carcinogens	0.993	Not ready biodegradable	0.991	Weak inhibitor	0.8941	Non-inhibitor	DB00235
121	0.9324	True	0.9782	True	0.6013	False	0.5938	Substrate	0.617	Non-inhibitor	0.961	Non-inhibitor	0.9465	Non-inhibitor	0.7719	Non-substrate	0.9014	Non-substrate	0.7098	Non-substrate	0.8775	Non-inhibitor	0.821	Non-inhibitor	0.933	Non-inhibitor	0.7828	Non-inhibitor	0.9203	Non-inhibitor	0.9458	Low CYP Inhibitory Promiscuity	0.6458	Non AMES toxic	0.8533	Non-carcinogens	0.9759	Not ready biodegradable	0.99	Weak inhibitor	0.9233	Non-inhibitor	DB00237
122	0.9958	True	0.9756	True	0.8867	True	0.5606	Non-substrate	0.6488	Non-inhibitor	0.8514	Non-inhibitor	0.7124	Non-inhibitor	0.6179	Non-substrate	0.8919	Substrate	0.6413	Substrate	0.6175	Inhibitor	0.8009	Non-inhibitor	0.9451	Non-inhibitor	0.7971	Non-inhibitor	0.8309	Non-inhibitor	0.5443	Low CYP Inhibitory Promiscuity	0.5952	AMES toxic	0.9383	Non-carcinogens	0.964	Not ready biodegradable	0.9827	Weak inhibitor	0.8321	Non-inhibitor	DB00238
123	0.9903	True	0.9699	True	0.5346	True	0.6346	Non-substrate	0.7469	Non-inhibitor	0.8492	Inhibitor	0.8361	Inhibitor	0.8221	Non-substrate	0.9116	Non-substrate	0.6122	Non-substrate	0.793	Inhibitor	0.6532	Inhibitor	0.6844	Non-inhibitor	0.8635	Inhibitor	0.6477	Inhibitor	0.8414	High CYP Inhibitory Promiscuity	0.7381	Non AMES toxic	0.7601	Non-carcinogens	1.0	Not ready biodegradable	0.6542	Weak inhibitor	0.507	Inhibitor	DB00239
127	0.7425	False	0.5334	False	0.5853	False	0.8667	Substrate	0.7566	Inhibitor	0.7524	Inhibitor	0.7648	Non-inhibitor	0.7965	Non-substrate	0.9116	Non-substrate	0.7456	Substrate	0.9045	Non-inhibitor	0.907	Non-inhibitor	0.8287	Non-inhibitor	0.9025	Non-inhibitor	0.8309	Non-inhibitor	0.8155	Low CYP Inhibitory Promiscuity	0.8529	Non AMES toxic	0.9128	Non-carcinogens	0.9936	Not ready biodegradable	0.8753	Weak inhibitor	0.8775	Inhibitor	DB00243
130	1.0	True	0.9759	True	0.8867	True	0.7167	Substrate	0.8052	Inhibitor	0.6419	Inhibitor	0.5325	Inhibitor	0.7972	Non-substrate	0.9117	Non-substrate	0.7408	Substrate	0.6576	Inhibitor	0.6329	Inhibitor	0.7151	Non-inhibitor	0.8086	Inhibitor	0.7723	Non-inhibitor	0.9567	High CYP Inhibitory Promiscuity	0.6273	Non AMES toxic	0.8672	Non-carcinogens	1.0	Not ready biodegradable	0.6826	Weak inhibitor	0.7753	Inhibitor	DB00246
133	0.8129	True	0.6502	True	0.8707	False	0.7139	Non-substrate	0.8735	Non-inhibitor	0.8719	Non-inhibitor	0.8943	Non-inhibitor	0.7834	Non-substrate	0.8656	Non-substrate	0.5445	Non-substrate	0.9045	Non-inhibitor	0.9108	Non-inhibitor	0.9231	Non-inhibitor	0.9093	Non-inhibitor	0.8932	Non-inhibitor	0.8505	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.7699	Non-carcinogens	0.9542	Not ready biodegradable	0.9356	Weak inhibitor	0.8113	Non-inhibitor	DB00249
138	0.85	True	0.9881	False	0.8706	False	0.699	Substrate	0.8038	Non-inhibitor	0.8628	Non-inhibitor	0.9562	Non-inhibitor	0.8008	Non-substrate	0.9116	Non-substrate	0.6551	Substrate	0.9045	Non-inhibitor	0.9144	Non-inhibitor	0.9293	Non-inhibitor	0.9099	Non-inhibitor	0.8567	Non-inhibitor	0.8086	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.8632	Non-carcinogens	0.9941	Not ready biodegradable	0.9946	Weak inhibitor	0.7466	Non-inhibitor	DB00254
139	0.9973	True	0.5559	False	0.8264	True	0.5737	Substrate	0.6542	Non-inhibitor	0.8478	Non-inhibitor	0.8465	Non-inhibitor	0.8149	Non-substrate	0.9116	Non-substrate	0.5107	Non-substrate	0.9106	Inhibitor	0.9064	Inhibitor	0.7017	Non-inhibitor	0.9198	Inhibitor	0.8361	Inhibitor	0.9488	High CYP Inhibitory Promiscuity	0.9579	Non AMES toxic	0.6772	Non-carcinogens	0.9111	Not ready biodegradable	0.6894	Weak inhibitor	0.6408	Non-inhibitor	DB00255
140	0.7376	False	0.9893	False	0.6208	False	0.9292	Substrate	0.9211	Non-inhibitor	0.6582	Non-inhibitor	0.8738	Non-inhibitor	0.7747	Non-substrate	0.8136	Non-substrate	0.6766	Substrate	0.9045	Non-inhibitor	0.9071	Non-inhibitor	0.9123	Non-inhibitor	0.9025	Non-inhibitor	0.8593	Non-inhibitor	0.9265	Low CYP Inhibitory Promiscuity	0.6718	Non AMES toxic	0.9182	Non-carcinogens	0.8673	Not ready biodegradable	0.9699	Weak inhibitor	0.5732	Inhibitor	DB00256
143	0.9893	True	0.9795	True	0.5881	True	0.9243	Non-substrate	0.969	Non-inhibitor	0.9313	Non-inhibitor	0.9254	Non-inhibitor	0.8093	Non-substrate	0.9117	Non-substrate	0.7625	Non-substrate	0.9045	Non-inhibitor	0.9418	Non-inhibitor	0.9478	Non-inhibitor	0.9025	Non-inhibitor	0.8891	Non-inhibitor	0.8059	Low CYP Inhibitory Promiscuity	0.9253	Non AMES toxic	0.8711	Non-carcinogens	0.9867	Not ready biodegradable	0.9432	Weak inhibitor	0.9451	Non-inhibitor	DB00259
