Unnamed: 0	hia	hia.cls	bbb	bbb.cls	caco2	caco2.cls	p_glycoprotein_substrate	p_glycoprotein_substrate.cls	p_glycoprotein_inhibitor_1	p_glycoprotein_inhibitor_1.cls	p_glycoprotein_inhibitor_2	p_glycoprotein_inhibitor_2.cls	renal_organic_cation_transporter	renal_organic_cation_transporter.cls	cyp450_2c9_substrate	cyp450_2c9_substrate.cls	cyp450_2d6_substrate	cyp450_2d6_substrate.cls	cyp450_3a4_substrate	cyp450_3a4_substrate.cls	cyp450_1a2_substrate	cyp450_1a2_substrate.cls	cyp450_2c9_inhibitor	cyp450_2c9_inhibitor.cls	cyp450_2d6_inhibitor	cyp450_2d6_inhibitor.cls	cyp450_2c19_inhibitor	cyp450_2c19_inhibitor.cls	cyp450_3a4_inhibitor	cyp450_3a4_inhibitor.cls	cyp_inhibitory_promiscuity	cyp_inhibitory_promiscuity.cls	ames_toxicity	ames_toxicity.cls	carcinogenicity	carcinogenicity.cls	biodegradation	biodegradation.cls	herg_inhibitor_1	herg_inhibitor_1.cls	herg_inhibitor_2	herg_inhibitor_2.cls	id
26	0.9972	True	0.6588	True	0.7904	True	0.5199	Substrate	0.5819	Inhibitor	0.8202	Non-inhibitor	0.876	Non-inhibitor	0.8299	Non-substrate	0.8408	Non-substrate	0.6607	Substrate	0.9079	Non-inhibitor	0.7723	Non-inhibitor	0.9368	Non-inhibitor	0.5225	Inhibitor	0.8808	Non-inhibitor	0.6267	Low CYP Inhibitory Promiscuity	0.8391	Non AMES toxic	0.7489	Non-carcinogens	0.9655	Not ready biodegradable	0.9273	Weak inhibitor	0.8259	Non-inhibitor	DB00137
27	0.7309	True	0.5098	False	0.7541	False	0.606	Non-substrate	0.9749	Non-inhibitor	1.0	Non-inhibitor	0.9521	Non-inhibitor	0.9012	Non-substrate	0.8371	Non-substrate	0.8232	Non-substrate	0.8924	Non-inhibitor	0.8968	Non-inhibitor	0.9149	Non-inhibitor	0.9101	Non-inhibitor	0.6103	Non-inhibitor	0.995	Low CYP Inhibitory Promiscuity	0.5429	Non AMES toxic	0.781	Non-carcinogens	0.628	Ready biodegradable	0.9839	Weak inhibitor	0.9707	Non-inhibitor	DB00138
28	0.668	True	0.869	True	0.648	False	0.7618	Non-substrate	0.9796	Non-inhibitor	0.9701	Non-inhibitor	0.9513	Non-inhibitor	0.8535	Non-substrate	0.9161	Non-substrate	0.7794	Non-substrate	0.8848	Non-inhibitor	0.9759	Non-inhibitor	0.9713	Non-inhibitor	0.9856	Non-inhibitor	0.9679	Non-inhibitor	0.9951	Low CYP Inhibitory Promiscuity	0.9587	Non AMES toxic	0.7929	Non-carcinogens	0.9399	Ready biodegradable	0.9622	Weak inhibitor	0.9771	Non-inhibitor	DB00139
29	0.9156	True	0.8495	False	0.7122	False	0.7414	Substrate	0.8708	Non-inhibitor	0.9466	Non-inhibitor	0.9279	Non-inhibitor	0.7819	Non-substrate	0.8435	Non-substrate	0.522	Non-substrate	0.8531	Inhibitor	0.9071	Non-inhibitor	0.9516	Non-inhibitor	0.7302	Inhibitor	0.8309	Non-inhibitor	0.9203	Low CYP Inhibitory Promiscuity	0.804	Non AMES toxic	0.7954	Non-carcinogens	0.9641	Not ready biodegradable	0.9395	Weak inhibitor	0.5362	Non-inhibitor	DB00140
31	0.7892	False	0.6491	True	0.8191	False	0.5706	Non-substrate	0.9195	Non-inhibitor	0.99	Non-inhibitor	0.9445	Non-inhibitor	0.8791	Non-substrate	0.8096	Non-substrate	0.7544	Non-substrate	0.9437	Non-inhibitor	0.9179	Non-inhibitor	0.9502	Non-inhibitor	0.919	Non-inhibitor	0.939	Non-inhibitor	0.9898	Low CYP Inhibitory Promiscuity	0.9107	AMES toxic	0.9224	Non-carcinogens	0.597	Not ready biodegradable	0.9897	Weak inhibitor	0.9476	Non-inhibitor	DB00143
33	0.9156	True	0.5728	True	0.7533	False	0.7821	Non-substrate	0.9841	Non-inhibitor	0.9794	Non-inhibitor	0.9436	Non-inhibitor	0.8833	Non-substrate	0.8526	Non-substrate	0.8432	Non-substrate	0.9628	Non-inhibitor	0.9738	Non-inhibitor	0.975	Non-inhibitor	0.973	Non-inhibitor	0.9405	Non-inhibitor	0.9871	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.6261	Non-carcinogens	0.9289	Ready biodegradable	0.9611	Weak inhibitor	0.9556	Non-inhibitor	DB00145
40	1.0	True	0.9428	True	0.8323	True	0.6628	Substrate	0.7614	Inhibitor	0.8391	Non-inhibitor	0.796	Non-inhibitor	0.8432	Non-substrate	0.9003	Non-substrate	0.7362	Substrate	0.9046	Non-inhibitor	0.8924	Non-inhibitor	0.9519	Non-inhibitor	0.8784	Non-inhibitor	0.8142	Non-inhibitor	0.8163	Low CYP Inhibitory Promiscuity	0.9401	Non AMES toxic	0.9169	Non-carcinogens	0.9742	Not ready biodegradable	0.8502	Weak inhibitor	0.7513	Non-inhibitor	DB00153
46	0.9896	True	0.9314	True	0.7735	True	0.6766	Non-substrate	0.9499	Non-inhibitor	0.9025	Non-inhibitor	0.9311	Non-inhibitor	0.7735	Non-substrate	0.9081	Non-substrate	0.6884	Non-substrate	0.6915	Inhibitor	0.8798	Non-inhibitor	0.9631	Non-inhibitor	0.9638	Non-inhibitor	0.9465	Non-inhibitor	0.9426	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.6502	Non-carcinogens	0.7808	Ready biodegradable	0.8818	Weak inhibitor	0.9315	Non-inhibitor	DB00159
48	0.9938	True	0.9665	True	0.7272	True	0.5939	Non-substrate	0.8205	Non-inhibitor	0.5631	Non-inhibitor	0.7646	Non-inhibitor	0.8193	Non-substrate	0.8324	Non-substrate	0.5522	Substrate	0.9045	Non-inhibitor	0.907	Non-inhibitor	0.923	Non-inhibitor	0.9026	Non-inhibitor	0.842	Non-inhibitor	0.7388	Low CYP Inhibitory Promiscuity	0.6952	AMES toxic	0.7004	Non-carcinogens	0.5504	Ready biodegradable	0.8563	Weak inhibitor	0.8853	Non-inhibitor	DB00162
52	0.9677	True	0.78	True	0.7966	False	0.7385	Non-substrate	0.9825	Non-inhibitor	0.9739	Non-inhibitor	0.9696	Non-inhibitor	0.8513	Non-substrate	0.8372	Non-substrate	0.7827	Non-substrate	0.8536	Non-inhibitor	0.8762	Non-inhibitor	0.9	Non-inhibitor	0.9386	Non-inhibitor	0.9155	Non-inhibitor	0.97	Low CYP Inhibitory Promiscuity	0.903	Non AMES toxic	0.632	Non-carcinogens	0.5166	Ready biodegradable	0.9921	Weak inhibitor	0.9735	Non-inhibitor	DB00167
54	1.0	True	0.959	True	0.8342	True	0.6706	Substrate	0.7603	Inhibitor	0.5346	Non-inhibitor	0.7818	Non-inhibitor	0.8384	Non-substrate	0.9116	Non-substrate	0.7302	Substrate	0.9256	Non-inhibitor	0.9071	Non-inhibitor	0.9551	Non-inhibitor	0.9026	Non-inhibitor	0.7881	Non-inhibitor	0.7093	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.921	Non-carcinogens	0.9878	Not ready biodegradable	0.773	Weak inhibitor	0.7589	Non-inhibitor	DB00169
59	0.5517	True	0.8465	True	0.8457	False	0.8088	Non-substrate	0.9513	Non-inhibitor	0.9935	Non-inhibitor	0.9753	Non-inhibitor	0.8403	Non-substrate	0.8337	Non-substrate	0.7705	Non-substrate	0.9617	Non-inhibitor	0.9717	Non-inhibitor	0.9669	Non-inhibitor	0.9763	Non-inhibitor	0.9079	Non-inhibitor	0.9922	Low CYP Inhibitory Promiscuity	0.6386	Non AMES toxic	0.8619	Non-carcinogens	0.8549	Ready biodegradable	0.9979	Weak inhibitor	0.9786	Non-inhibitor	DB00174
62	0.9159	True	0.8726	False	0.8491	False	0.7263	Substrate	0.7002	Non-inhibitor	0.6295	Inhibitor	0.8869	Non-inhibitor	0.8541	Non-substrate	0.8969	Non-substrate	0.5082	Non-substrate	0.9045	Non-inhibitor	0.907	Non-inhibitor	0.9304	Non-inhibitor	0.9025	Non-inhibitor	0.8309	Non-inhibitor	0.5691	Low CYP Inhibitory Promiscuity	0.9108	Non AMES toxic	0.9267	Non-carcinogens	0.8903	Not ready biodegradable	0.98	Weak inhibitor	0.7901	Non-inhibitor	DB00178
63	0.935	True	0.5361	False	0.6215	True	0.6654	Substrate	0.9519	Non-inhibitor	0.9144	Non-inhibitor	0.886	Non-inhibitor	0.7194	Non-substrate	0.8261	Non-substrate	0.5171	Non-substrate	0.9107	Inhibitor	0.8891	Inhibitor	0.8262	Inhibitor	0.8628	Inhibitor	0.5833	Non-inhibitor	0.5322	High CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.8614	Non-carcinogens	0.9632	Not ready biodegradable	0.9462	Weak inhibitor	0.6288	Non-inhibitor	DB00179
64	0.9865	True	0.9683	True	0.5	True	0.7912	Substrate	0.5674	Non-inhibitor	0.8383	Non-inhibitor	0.8304	Non-inhibitor	0.8679	Non-substrate	0.8856	Non-substrate	0.6964	Substrate	0.9327	Non-inhibitor	0.9394	Non-inhibitor	0.9559	Non-inhibitor	0.9311	Non-inhibitor	0.8309	Non-inhibitor	0.8806	Low CYP Inhibitory Promiscuity	0.7682	Non AMES toxic	0.9174	Non-carcinogens	1.0	Not ready biodegradable	0.9838	Weak inhibitor	0.671	Non-inhibitor	DB00180
69	0.9899	True	0.9823	True	0.6465	True	0.7063	Substrate	0.6941	Non-inhibitor	0.9434	Non-inhibitor	0.6934	Inhibitor	0.8083	Non-substrate	0.8918	Substrate	0.5719	Substrate	0.8634	Non-inhibitor	0.9047	Non-inhibitor	0.6012	Non-inhibitor	0.7312	Non-inhibitor	0.9154	Non-inhibitor	0.7686	Low CYP Inhibitory Promiscuity	0.7969	Non AMES toxic	0.9054	Non-carcinogens	0.9942	Not ready biodegradable	0.6383	Weak inhibitor	0.8469	Non-inhibitor	DB00185
76	0.9955	True	0.994	True	0.5527	True	0.7322	Substrate	0.7405	Non-inhibitor	0.8525	Non-inhibitor	0.6101	Non-inhibitor	0.8006	Non-substrate	0.6619	Non-substrate	0.5911	Substrate	0.5715	Inhibitor	0.6947	Non-inhibitor	0.6213	Non-inhibitor	0.5978	Inhibitor	0.5383	Non-inhibitor	0.6169	High CYP Inhibitory Promiscuity	0.822	Non AMES toxic	0.8477	Non-carcinogens	0.9814	Not ready biodegradable	0.9977	Weak inhibitor	0.6032	Inhibitor	DB00192
90	0.9216	True	0.9257	True	0.6549	True	0.7928	Substrate	0.8563	Inhibitor	0.75	Non-inhibitor	0.5194	Inhibitor	0.8859	Non-substrate	0.9116	Non-substrate	0.7065	Substrate	0.8965	Inhibitor	0.9071	Non-inhibitor	0.9384	Non-inhibitor	0.9025	Non-inhibitor	0.831	Non-inhibitor	0.7062	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.9439	Non-carcinogens	1.0	Not ready biodegradable	0.7505	Weak inhibitor	0.6194	Non-inhibitor	DB00206
97	0.9935	True	0.5777	False	0.7262	True	0.6127	Non-substrate	0.5587	Inhibitor	0.9198	Non-inhibitor	0.6285	Non-inhibitor	0.84	Non-substrate	0.8683	Non-substrate	0.7254	Substrate	0.7639	Inhibitor	0.8054	Non-inhibitor	0.7308	Non-inhibitor	0.7877	Inhibitor	0.7258	Non-inhibitor	0.903	High CYP Inhibitory Promiscuity	0.5527	Non AMES toxic	0.8108	Non-carcinogens	0.9972	Not ready biodegradable	0.9228	Weak inhibitor	0.8734	Non-inhibitor	DB00213
99	0.9966	True	0.9729	True	0.6099	True	0.7597	Substrate	0.6361	Non-inhibitor	0.9789	Inhibitor	0.6993	Inhibitor	0.8401	Non-substrate	0.8919	Substrate	0.7407	Substrate	0.9045	Non-inhibitor	0.8949	Inhibitor	0.5054	Non-inhibitor	0.8994	Inhibitor	0.8309	Non-inhibitor	0.5223	High CYP Inhibitory Promiscuity	0.7602	Non AMES toxic	0.7452	Non-carcinogens	1.0	Not ready biodegradable	0.7735	Weak inhibitor	0.8994	Inhibitor	DB00215
100	0.9872	True	0.9774	True	0.628	False	0.6308	Substrate	0.8046	Non-inhibitor	0.8383	Non-inhibitor	0.7	Inhibitor	0.6591	Non-substrate	0.9115	Non-substrate	0.643	Substrate	0.7021	Non-inhibitor	0.8103	Non-inhibitor	0.7615	Non-inhibitor	0.7519	Non-inhibitor	0.6355	Non-inhibitor	0.6986	Low CYP Inhibitory Promiscuity	0.5945	Non AMES toxic	0.8556	Non-carcinogens	0.9883	Not ready biodegradable	0.6436	Weak inhibitor	0.7581	Inhibitor	DB00216
102	0.9794	True	0.9597	False	0.6093	False	0.8607	Substrate	0.7564	Non-inhibitor	0.7181	Non-inhibitor	0.7318	Non-inhibitor	0.8018	Non-substrate	0.8247	Non-substrate	0.5756	Non-substrate	0.7417	Non-inhibitor	0.7735	Non-inhibitor	0.8359	Non-inhibitor	0.7401	Non-inhibitor	0.8811	Non-inhibitor	0.5536	Low CYP Inhibitory Promiscuity	0.6227	AMES toxic	0.9038	Non-carcinogens	1.0	Not ready biodegradable	0.8092	Weak inhibitor	0.6461	Non-inhibitor	DB00218
104	0.7472	True	0.9659	False	0.7148	False	0.9332	Substrate	0.8121	Inhibitor	0.7572	Inhibitor	0.8178	Non-inhibitor	0.7482	Non-substrate	0.8918	Substrate	0.7408	Substrate	0.9085	Non-inhibitor	0.7994	Non-inhibitor	0.8071	Non-inhibitor	0.6335	Non-inhibitor	0.5465	Inhibitor	0.8977	Low CYP Inhibitory Promiscuity	0.8008	Non AMES toxic	0.8547	Non-carcinogens	1.0	Not ready biodegradable	0.9786	Weak inhibitor	0.785	Inhibitor	DB00220
107	0.9948	True	0.971	True	0.747	True	0.7725	Substrate	0.7629	Non-inhibitor	0.9002	Non-inhibitor	0.8405	Non-inhibitor	0.8789	Non-substrate	0.9031	Non-substrate	0.6991	Substrate	0.9313	Non-inhibitor	0.9254	Non-inhibitor	0.939	Non-inhibitor	0.9234	Non-inhibitor	0.7563	Non-inhibitor	0.8979	Low CYP Inhibitory Promiscuity	0.8509	Non AMES toxic	0.9232	Non-carcinogens	1.0	Not ready biodegradable	0.9794	Weak inhibitor	0.6022	Non-inhibitor	DB00223
109	0.9808	False	0.62	True	0.5605	False	0.7041	Substrate	0.9016	Non-inhibitor	0.9571	Non-inhibitor	0.9031	Non-inhibitor	0.8265	Non-substrate	0.8189	Non-substrate	0.5872	Non-substrate	0.9416	Non-inhibitor	0.9189	Non-inhibitor	0.9566	Non-inhibitor	0.8972	Non-inhibitor	0.9864	Non-inhibitor	0.9927	Low CYP Inhibitory Promiscuity	0.8343	Non AMES toxic	0.8563	Non-carcinogens	0.7604	Not ready biodegradable	0.9582	Weak inhibitor	0.9424	Non-inhibitor	DB00225
113	0.5528	True	0.9865	False	0.6981	False	0.9008	Substrate	0.7087	Non-inhibitor	0.92	Non-inhibitor	0.8475	Non-inhibitor	0.8441	Non-substrate	0.8071	Non-substrate	0.568	Substrate	0.9045	Non-inhibitor	0.9071	Non-inhibitor	0.923	Non-inhibitor	0.9026	Non-inhibitor	0.8496	Non-inhibitor	0.7105	Low CYP Inhibitory Promiscuity	0.6519	Non AMES toxic	0.9074	Non-carcinogens	0.7808	Not ready biodegradable	0.891	Weak inhibitor	0.806	Non-inhibitor	DB00229
114	0.9727	True	0.9382	True	0.6531	False	0.683	Non-substrate	0.965	Non-inhibitor	0.9424	Non-inhibitor	0.9245	Non-inhibitor	0.8758	Non-substrate	0.7926	Non-substrate	0.6914	Non-substrate	0.9385	Non-inhibitor	0.9425	Non-inhibitor	0.9539	Non-inhibitor	0.9629	Non-inhibitor	0.9352	Non-inhibitor	0.9784	Low CYP Inhibitory Promiscuity	0.938	Non AMES toxic	0.5678	Non-carcinogens	0.8201	Ready biodegradable	0.9868	Weak inhibitor	0.8909	Non-inhibitor	DB00230
117	0.9356	True	0.7101	False	0.852	False	0.8405	Non-substrate	0.9777	Non-inhibitor	0.9905	Non-inhibitor	0.9337	Non-inhibitor	0.8174	Non-substrate	0.8358	Non-substrate	0.7782	Non-substrate	0.8645	Non-inhibitor	0.8281	Non-inhibitor	0.9627	Non-inhibitor	0.5778	Inhibitor	0.7324	Non-inhibitor	0.9157	Low CYP Inhibitory Promiscuity	0.9388	Non AMES toxic	0.8045	Non-carcinogens	0.6246	Ready biodegradable	0.9689	Weak inhibitor	0.9676	Non-inhibitor	DB00233
118	0.9968	True	0.9381	True	0.575	True	0.7914	Substrate	0.8825	Inhibitor	0.5968	Non-inhibitor	0.5581	Non-inhibitor	0.8237	Non-substrate	0.9116	Non-substrate	0.5402	Non-substrate	0.9045	Non-inhibitor	0.8063	Non-inhibitor	0.5687	Non-inhibitor	0.9026	Non-inhibitor	0.6318	Inhibitor	0.5218	Low CYP Inhibitory Promiscuity	0.9141	Non AMES toxic	0.9083	Non-carcinogens	0.9372	Not ready biodegradable	0.7754	Strong inhibitor	0.717	Inhibitor	DB00234
120	0.9197	True	0.9859	True	0.5115	False	0.5493	Non-substrate	0.52	Inhibitor	0.9347	Non-inhibitor	0.5366	Non-inhibitor	0.9097	Non-substrate	0.5765	Non-substrate	0.6178	Non-substrate	0.892	Non-inhibitor	0.8645	Non-inhibitor	0.9468	Non-inhibitor	0.6421	Non-inhibitor	0.8322	Non-inhibitor	0.8849	Low CYP Inhibitory Promiscuity	0.9107	AMES toxic	0.9059	Non-carcinogens	0.9427	Not ready biodegradable	0.829	Weak inhibitor	0.8346	Non-inhibitor	DB00236
124	0.9948	True	0.9518	True	0.6337	True	0.7572	Substrate	0.8049	Non-inhibitor	0.8763	Non-inhibitor	0.8262	Non-inhibitor	0.8524	Non-substrate	0.9027	Non-substrate	0.717	Substrate	0.9228	Non-inhibitor	0.9215	Non-inhibitor	0.9372	Non-inhibitor	0.8962	Non-inhibitor	0.7736	Non-inhibitor	0.8568	Low CYP Inhibitory Promiscuity	0.8448	Non AMES toxic	0.9132	Non-carcinogens	0.9974	Not ready biodegradable	0.9651	Weak inhibitor	0.6522	Non-inhibitor	DB00240
126	1.0	True	0.9386	True	0.7394	False	0.6469	Non-substrate	0.9139	Non-inhibitor	0.8526	Non-inhibitor	0.8722	Non-inhibitor	0.8948	Non-substrate	0.8145	Non-substrate	0.5	Non-substrate	0.7226	Non-inhibitor	0.8803	Non-inhibitor	0.9007	Non-inhibitor	0.8856	Non-inhibitor	0.831	Non-inhibitor	0.8761	Low CYP Inhibitory Promiscuity	0.8673	Non AMES toxic	0.6795	Non-carcinogens	1.0	Not ready biodegradable	0.9326	Weak inhibitor	0.8344	Non-inhibitor	DB00242
128	0.9471	True	0.6168	False	0.8829	False	0.8186	Non-substrate	0.985	Non-inhibitor	0.9912	Non-inhibitor	0.9314	Non-inhibitor	0.8284	Non-substrate	0.8331	Non-substrate	0.7636	Non-substrate	0.9045	Non-inhibitor	0.8712	Non-inhibitor	0.9744	Non-inhibitor	0.6752	Inhibitor	0.6628	Non-inhibitor	0.9023	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.7922	Non-carcinogens	0.6197	Ready biodegradable	0.9759	Weak inhibitor	0.9715	Non-inhibitor	DB00244
131	1.0	True	0.7015	True	0.8064	False	0.8396	Substrate	0.8782	Non-inhibitor	0.7515	Non-inhibitor	0.8129	Non-inhibitor	0.8536	Non-substrate	0.8474	Non-substrate	0.6889	Substrate	0.791	Non-inhibitor	0.9071	Non-inhibitor	0.8931	Inhibitor	0.8867	Non-inhibitor	0.8309	Non-inhibitor	0.9161	Low CYP Inhibitory Promiscuity	0.5241	Non AMES toxic	0.8906	Non-carcinogens	0.8144	Not ready biodegradable	0.9569	Weak inhibitor	0.6274	Inhibitor	DB00247
