Unnamed: 0	hia	hia.cls	bbb	bbb.cls	caco2	caco2.cls	p_glycoprotein_substrate	p_glycoprotein_substrate.cls	p_glycoprotein_inhibitor_1	p_glycoprotein_inhibitor_1.cls	p_glycoprotein_inhibitor_2	p_glycoprotein_inhibitor_2.cls	renal_organic_cation_transporter	renal_organic_cation_transporter.cls	cyp450_2c9_substrate	cyp450_2c9_substrate.cls	cyp450_2d6_substrate	cyp450_2d6_substrate.cls	cyp450_3a4_substrate	cyp450_3a4_substrate.cls	cyp450_1a2_substrate	cyp450_1a2_substrate.cls	cyp450_2c9_inhibitor	cyp450_2c9_inhibitor.cls	cyp450_2d6_inhibitor	cyp450_2d6_inhibitor.cls	cyp450_2c19_inhibitor	cyp450_2c19_inhibitor.cls	cyp450_3a4_inhibitor	cyp450_3a4_inhibitor.cls	cyp_inhibitory_promiscuity	cyp_inhibitory_promiscuity.cls	ames_toxicity	ames_toxicity.cls	carcinogenicity	carcinogenicity.cls	biodegradation	biodegradation.cls	herg_inhibitor_1	herg_inhibitor_1.cls	herg_inhibitor_2	herg_inhibitor_2.cls	id
42	0.6863	True	0.8961	True	0.813	False	0.616	Non-substrate	0.9782	Non-inhibitor	0.982	Non-inhibitor	0.9331	Non-inhibitor	0.7522	Non-substrate	0.7828	Non-substrate	0.8127	Non-substrate	0.9415	Non-inhibitor	0.9149	Non-inhibitor	0.97	Non-inhibitor	0.9018	Non-inhibitor	0.8309	Non-inhibitor	0.9896	Low CYP Inhibitory Promiscuity	0.5916	Non AMES toxic	0.9113	Non-carcinogens	0.9247	Ready biodegradable	0.972	Weak inhibitor	0.9716	Non-inhibitor	DB00155
44	0.6017	False	0.5641	True	0.7045	False	0.601	Substrate	0.7066	Non-inhibitor	0.912	Non-inhibitor	0.9361	Non-inhibitor	0.8412	Non-substrate	0.8303	Non-substrate	0.5242	Substrate	0.7565	Non-inhibitor	0.849	Non-inhibitor	0.8849	Non-inhibitor	0.8294	Non-inhibitor	0.8753	Non-inhibitor	0.8373	Low CYP Inhibitory Promiscuity	0.8146	Non AMES toxic	0.9227	Non-carcinogens	0.9883	Not ready biodegradable	0.9379	Weak inhibitor	0.5992	Non-inhibitor	DB00157
46	0.9896	True	0.9314	True	0.7735	True	0.6766	Non-substrate	0.9499	Non-inhibitor	0.9025	Non-inhibitor	0.9311	Non-inhibitor	0.7735	Non-substrate	0.9081	Non-substrate	0.6884	Non-substrate	0.6915	Inhibitor	0.8798	Non-inhibitor	0.9631	Non-inhibitor	0.9638	Non-inhibitor	0.9465	Non-inhibitor	0.9426	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.6502	Non-carcinogens	0.7808	Ready biodegradable	0.8818	Weak inhibitor	0.9315	Non-inhibitor	DB00159
48	0.9938	True	0.9665	True	0.7272	True	0.5939	Non-substrate	0.8205	Non-inhibitor	0.5631	Non-inhibitor	0.7646	Non-inhibitor	0.8193	Non-substrate	0.8324	Non-substrate	0.5522	Substrate	0.9045	Non-inhibitor	0.907	Non-inhibitor	0.923	Non-inhibitor	0.9026	Non-inhibitor	0.842	Non-inhibitor	0.7388	Low CYP Inhibitory Promiscuity	0.6952	AMES toxic	0.7004	Non-carcinogens	0.5504	Ready biodegradable	0.8563	Weak inhibitor	0.8853	Non-inhibitor	DB00162
57	0.9755	True	0.9245	True	0.6216	False	0.5641	Non-substrate	0.9938	Non-inhibitor	0.9819	Non-inhibitor	0.8047	Non-inhibitor	0.8458	Non-substrate	0.7439	Non-substrate	0.7563	Non-substrate	0.9045	Non-inhibitor	0.9627	Non-inhibitor	0.9595	Non-inhibitor	0.9656	Non-inhibitor	0.992	Non-inhibitor	0.9918	Low CYP Inhibitory Promiscuity	0.8927	Non AMES toxic	0.9574	Non-carcinogens	0.9077	Ready biodegradable	0.9555	Weak inhibitor	0.9506	Non-inhibitor	DB00172
61	0.9956	True	0.8032	False	0.6912	False	0.685	Substrate	0.5548	Non-inhibitor	0.5966	Non-inhibitor	0.8646	Non-inhibitor	0.7722	Non-substrate	0.9116	Non-substrate	0.5073	Non-substrate	0.8707	Non-inhibitor	0.5398	Non-inhibitor	0.8816	Non-inhibitor	0.5539	Inhibitor	0.5521	Non-inhibitor	0.5618	High CYP Inhibitory Promiscuity	0.6384	Non AMES toxic	0.645	Non-carcinogens	1.0	Not ready biodegradable	0.9766	Weak inhibitor	0.7388	Non-inhibitor	DB00177
63	0.935	True	0.5361	False	0.6215	True	0.6654	Substrate	0.9519	Non-inhibitor	0.9144	Non-inhibitor	0.886	Non-inhibitor	0.7194	Non-substrate	0.8261	Non-substrate	0.5171	Non-substrate	0.9107	Inhibitor	0.8891	Inhibitor	0.8262	Inhibitor	0.8628	Inhibitor	0.5833	Non-inhibitor	0.5322	High CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.8614	Non-carcinogens	0.9632	Not ready biodegradable	0.9462	Weak inhibitor	0.6288	Non-inhibitor	DB00179
68	1.0	True	0.9748	True	0.8867	True	0.5	Substrate	0.8998	Non-inhibitor	0.9368	Non-inhibitor	0.6868	Inhibitor	0.7998	Non-substrate	0.8918	Substrate	0.5	Non-substrate	0.6347	Non-inhibitor	0.8433	Non-inhibitor	0.8838	Non-inhibitor	0.8543	Non-inhibitor	0.8308	Non-inhibitor	0.7589	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.9626	Non-carcinogens	0.9478	Not ready biodegradable	0.8851	Weak inhibitor	0.7978	Non-inhibitor	DB00184
71	0.7023	True	0.9645	False	0.5	True	0.6511	Substrate	0.8625	Non-inhibitor	0.7171	Non-inhibitor	0.8605	Non-inhibitor	0.8124	Non-substrate	0.663	Substrate	0.5869	Non-substrate	0.864	Non-inhibitor	0.8789	Non-inhibitor	0.8806	Non-inhibitor	0.9585	Non-inhibitor	0.8495	Non-inhibitor	0.9761	Low CYP Inhibitory Promiscuity	0.9066	Non AMES toxic	0.9519	Non-carcinogens	0.6493	Not ready biodegradable	0.9556	Weak inhibitor	0.774	Non-inhibitor	DB00187
72	0.6935	False	0.6533	False	0.6576	False	0.5909	Substrate	0.785	Non-inhibitor	1.0	Non-inhibitor	0.9445	Non-inhibitor	0.7145	Non-substrate	0.8918	Substrate	0.5209	Non-substrate	0.855	Non-inhibitor	0.8267	Non-inhibitor	0.9304	Non-inhibitor	0.8108	Non-inhibitor	0.7308	Non-inhibitor	0.9604	Low CYP Inhibitory Promiscuity	0.7439	Non AMES toxic	0.8064	Non-carcinogens	0.9943	Not ready biodegradable	0.9936	Weak inhibitor	0.8593	Non-inhibitor	DB00188
80	0.9894	True	0.9382	True	0.8867	True	0.6008	Non-substrate	0.8782	Non-inhibitor	0.9004	Non-inhibitor	0.6461	Non-inhibitor	0.7898	Non-substrate	0.9116	Non-substrate	0.565	Non-substrate	0.6312	Non-inhibitor	0.5497	Non-inhibitor	0.809	Non-inhibitor	0.532	Inhibitor	0.8196	Non-inhibitor	0.524	Low CYP Inhibitory Promiscuity	0.548	Non AMES toxic	0.7298	Non-carcinogens	1.0	Not ready biodegradable	0.8229	Weak inhibitor	0.6614	Non-inhibitor	DB00196
82	0.9156	True	0.9535	False	0.702	False	0.5919	Substrate	0.5415	Non-inhibitor	0.9771	Non-inhibitor	0.9429	Non-inhibitor	0.9083	Non-substrate	0.8276	Non-substrate	0.5283	Substrate	0.8367	Non-inhibitor	0.8774	Non-inhibitor	0.9174	Non-inhibitor	0.6677	Non-inhibitor	0.8364	Non-inhibitor	0.8682	Low CYP Inhibitory Promiscuity	0.6907	Non AMES toxic	0.8863	Non-carcinogens	0.6191	Not ready biodegradable	0.9826	Weak inhibitor	0.9464	Non-inhibitor	DB00198
83	0.5114	True	0.9889	False	0.8957	False	0.8098	Substrate	0.8564	Inhibitor	0.5963	Non-inhibitor	0.9222	Non-inhibitor	0.7898	Non-substrate	0.9225	Non-substrate	0.6528	Substrate	0.9045	Non-inhibitor	0.907	Non-inhibitor	0.923	Non-inhibitor	0.9074	Non-inhibitor	0.5744	Non-inhibitor	0.9391	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.9335	Non-carcinogens	1.0	Not ready biodegradable	0.9902	Weak inhibitor	0.8956	Non-inhibitor	DB00199
84	0.6922	True	0.712	False	0.6447	False	0.8579	Substrate	0.6643	Non-inhibitor	0.5	Inhibitor	0.9054	Non-inhibitor	0.8081	Non-substrate	0.8083	Non-substrate	0.6458	Substrate	0.8778	Non-inhibitor	0.8836	Non-inhibitor	0.8717	Non-inhibitor	0.709	Non-inhibitor	0.5841	Inhibitor	0.8028	Low CYP Inhibitory Promiscuity	0.5675	Non AMES toxic	0.7831	Non-carcinogens	0.9729	Not ready biodegradable	0.8966	Weak inhibitor	0.6952	Non-inhibitor	DB00200
87	1.0	True	0.6461	True	0.7078	True	0.7753	Substrate	0.672	Inhibitor	0.8877	Inhibitor	0.648	Non-inhibitor	0.6553	Non-substrate	0.8918	Substrate	0.7254	Substrate	0.823	Non-inhibitor	0.6864	Inhibitor	0.8394	Non-inhibitor	0.8222	Non-inhibitor	0.849	Inhibitor	0.5839	High CYP Inhibitory Promiscuity	0.5683	Non AMES toxic	0.6658	Non-carcinogens	0.7641	Not ready biodegradable	0.8664	Weak inhibitor	0.7602	Inhibitor	DB00203
88	0.9924	True	0.9179	True	0.6257	False	0.6018	Substrate	0.6848	Inhibitor	0.7391	Non-inhibitor	0.7308	Non-inhibitor	0.7572	Non-substrate	0.9116	Non-substrate	0.6699	Substrate	0.6359	Non-inhibitor	0.5189	Non-inhibitor	0.7709	Non-inhibitor	0.544	Inhibitor	0.7715	Non-inhibitor	0.6823	High CYP Inhibitory Promiscuity	0.6193	Non AMES toxic	0.6038	Non-carcinogens	1.0	Not ready biodegradable	0.8119	Strong inhibitor	0.8258	Inhibitor	DB00204
89	0.9973	True	0.9383	True	0.6217	True	0.5822	Non-substrate	0.8643	Non-inhibitor	0.9045	Non-inhibitor	0.7451	Non-inhibitor	0.8103	Non-substrate	0.9116	Non-substrate	0.6582	Non-substrate	0.9107	Inhibitor	0.9071	Non-inhibitor	0.8932	Inhibitor	0.9026	Non-inhibitor	0.7586	Non-inhibitor	0.6667	High CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.8016	Non-carcinogens	1.0	Not ready biodegradable	0.9337	Weak inhibitor	0.8586	Non-inhibitor	DB00205
92	0.9902	True	0.9906	True	0.6062	True	0.6111	Substrate	0.8	Inhibitor	0.8513	Inhibitor	0.8152	Inhibitor	0.8234	Non-substrate	0.9115	Non-substrate	0.5155	Non-substrate	0.9107	Inhibitor	0.907	Non-inhibitor	0.9209	Inhibitor	0.8994	Inhibitor	0.8808	Non-inhibitor	0.9666	High CYP Inhibitory Promiscuity	0.6773	Non AMES toxic	0.9414	Non-carcinogens	0.9959	Not ready biodegradable	0.6392	Strong inhibitor	0.6333	Inhibitor	DB00208
97	0.9935	True	0.5777	False	0.7262	True	0.6127	Non-substrate	0.5587	Inhibitor	0.9198	Non-inhibitor	0.6285	Non-inhibitor	0.84	Non-substrate	0.8683	Non-substrate	0.7254	Substrate	0.7639	Inhibitor	0.8054	Non-inhibitor	0.7308	Non-inhibitor	0.7877	Inhibitor	0.7258	Non-inhibitor	0.903	High CYP Inhibitory Promiscuity	0.5527	Non AMES toxic	0.8108	Non-carcinogens	0.9972	Not ready biodegradable	0.9228	Weak inhibitor	0.8734	Non-inhibitor	DB00213
100	0.9872	True	0.9774	True	0.628	False	0.6308	Substrate	0.8046	Non-inhibitor	0.8383	Non-inhibitor	0.7	Inhibitor	0.6591	Non-substrate	0.9115	Non-substrate	0.643	Substrate	0.7021	Non-inhibitor	0.8103	Non-inhibitor	0.7615	Non-inhibitor	0.7519	Non-inhibitor	0.6355	Non-inhibitor	0.6986	Low CYP Inhibitory Promiscuity	0.5945	Non AMES toxic	0.8556	Non-carcinogens	0.9883	Not ready biodegradable	0.6436	Weak inhibitor	0.7581	Inhibitor	DB00216
110	0.8727	True	0.5276	True	0.5409	False	0.6176	Non-substrate	0.9348	Non-inhibitor	0.8788	Non-inhibitor	0.5077	Non-inhibitor	0.8797	Non-substrate	0.6273	Non-substrate	0.7651	Non-substrate	0.9045	Non-inhibitor	0.9071	Non-inhibitor	0.9231	Non-inhibitor	0.9026	Non-inhibitor	0.9529	Non-inhibitor	0.9413	Low CYP Inhibitory Promiscuity	0.584	Non AMES toxic	0.9459	Non-carcinogens	0.9371	Not ready biodegradable	0.8914	Weak inhibitor	0.8892	Non-inhibitor	DB00226
117	0.9356	True	0.7101	False	0.852	False	0.8405	Non-substrate	0.9777	Non-inhibitor	0.9905	Non-inhibitor	0.9337	Non-inhibitor	0.8174	Non-substrate	0.8358	Non-substrate	0.7782	Non-substrate	0.8645	Non-inhibitor	0.8281	Non-inhibitor	0.9627	Non-inhibitor	0.5778	Inhibitor	0.7324	Non-inhibitor	0.9157	Low CYP Inhibitory Promiscuity	0.9388	Non AMES toxic	0.8045	Non-carcinogens	0.6246	Ready biodegradable	0.9689	Weak inhibitor	0.9676	Non-inhibitor	DB00233
119	1.0	True	0.9807	True	0.6889	True	0.8041	Non-substrate	0.7835	Non-inhibitor	0.9799	Non-inhibitor	0.8614	Non-inhibitor	0.7016	Non-substrate	0.8411	Non-substrate	0.5641	Non-substrate	0.5399	Inhibitor	0.9071	Non-inhibitor	0.9816	Non-inhibitor	0.9025	Non-inhibitor	0.8827	Non-inhibitor	0.7866	Low CYP Inhibitory Promiscuity	0.7822	Non AMES toxic	0.9351	Non-carcinogens	0.993	Not ready biodegradable	0.991	Weak inhibitor	0.8941	Non-inhibitor	DB00235
120	0.9197	True	0.9859	True	0.5115	False	0.5493	Non-substrate	0.52	Inhibitor	0.9347	Non-inhibitor	0.5366	Non-inhibitor	0.9097	Non-substrate	0.5765	Non-substrate	0.6178	Non-substrate	0.892	Non-inhibitor	0.8645	Non-inhibitor	0.9468	Non-inhibitor	0.6421	Non-inhibitor	0.8322	Non-inhibitor	0.8849	Low CYP Inhibitory Promiscuity	0.9107	AMES toxic	0.9059	Non-carcinogens	0.9427	Not ready biodegradable	0.829	Weak inhibitor	0.8346	Non-inhibitor	DB00236
123	0.9903	True	0.9699	True	0.5346	True	0.6346	Non-substrate	0.7469	Non-inhibitor	0.8492	Inhibitor	0.8361	Inhibitor	0.8221	Non-substrate	0.9116	Non-substrate	0.6122	Non-substrate	0.793	Inhibitor	0.6532	Inhibitor	0.6844	Non-inhibitor	0.8635	Inhibitor	0.6477	Inhibitor	0.8414	High CYP Inhibitory Promiscuity	0.7381	Non AMES toxic	0.7601	Non-carcinogens	1.0	Not ready biodegradable	0.6542	Weak inhibitor	0.507	Inhibitor	DB00239
124	0.9948	True	0.9518	True	0.6337	True	0.7572	Substrate	0.8049	Non-inhibitor	0.8763	Non-inhibitor	0.8262	Non-inhibitor	0.8524	Non-substrate	0.9027	Non-substrate	0.717	Substrate	0.9228	Non-inhibitor	0.9215	Non-inhibitor	0.9372	Non-inhibitor	0.8962	Non-inhibitor	0.7736	Non-inhibitor	0.8568	Low CYP Inhibitory Promiscuity	0.8448	Non AMES toxic	0.9132	Non-carcinogens	0.9974	Not ready biodegradable	0.9651	Weak inhibitor	0.6522	Non-inhibitor	DB00240
127	0.7425	False	0.5334	False	0.5853	False	0.8667	Substrate	0.7566	Inhibitor	0.7524	Inhibitor	0.7648	Non-inhibitor	0.7965	Non-substrate	0.9116	Non-substrate	0.7456	Substrate	0.9045	Non-inhibitor	0.907	Non-inhibitor	0.8287	Non-inhibitor	0.9025	Non-inhibitor	0.8309	Non-inhibitor	0.8155	Low CYP Inhibitory Promiscuity	0.8529	Non AMES toxic	0.9128	Non-carcinogens	0.9936	Not ready biodegradable	0.8753	Weak inhibitor	0.8775	Inhibitor	DB00243
128	0.9471	True	0.6168	False	0.8829	False	0.8186	Non-substrate	0.985	Non-inhibitor	0.9912	Non-inhibitor	0.9314	Non-inhibitor	0.8284	Non-substrate	0.8331	Non-substrate	0.7636	Non-substrate	0.9045	Non-inhibitor	0.8712	Non-inhibitor	0.9744	Non-inhibitor	0.6752	Inhibitor	0.6628	Non-inhibitor	0.9023	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.7922	Non-carcinogens	0.6197	Ready biodegradable	0.9759	Weak inhibitor	0.9715	Non-inhibitor	DB00244
135	0.9926	True	0.6657	True	0.6081	True	0.7064	Substrate	0.8563	Inhibitor	0.7891	Inhibitor	0.5272	Inhibitor	0.8484	Non-substrate	0.8227	Non-substrate	0.6986	Substrate	0.9045	Non-inhibitor	0.907	Non-inhibitor	0.923	Non-inhibitor	0.9025	Non-inhibitor	0.796	Inhibitor	0.8354	High CYP Inhibitory Promiscuity	0.5825	Non AMES toxic	0.7686	Non-carcinogens	1.0	Not ready biodegradable	0.6633	Weak inhibitor	0.603	Inhibitor	DB00251
143	0.9893	True	0.9795	True	0.5881	True	0.9243	Non-substrate	0.969	Non-inhibitor	0.9313	Non-inhibitor	0.9254	Non-inhibitor	0.8093	Non-substrate	0.9117	Non-substrate	0.7625	Non-substrate	0.9045	Non-inhibitor	0.9418	Non-inhibitor	0.9478	Non-inhibitor	0.9025	Non-inhibitor	0.8891	Non-inhibitor	0.8059	Low CYP Inhibitory Promiscuity	0.9253	Non AMES toxic	0.8711	Non-carcinogens	0.9867	Not ready biodegradable	0.9432	Weak inhibitor	0.9451	Non-inhibitor	DB00259
144	0.9909	True	0.9382	True	0.6038	False	0.7749	Non-substrate	0.9306	Non-inhibitor	1.0	Non-inhibitor	0.9522	Non-inhibitor	0.9244	Non-substrate	0.8168	Non-substrate	0.5966	Non-substrate	0.9045	Non-inhibitor	0.9071	Non-inhibitor	0.9231	Non-inhibitor	0.9025	Non-inhibitor	0.8309	Non-inhibitor	0.9608	Low CYP Inhibitory Promiscuity	0.5756	AMES toxic	0.8944	Non-carcinogens	0.7842	Not ready biodegradable	0.9964	Weak inhibitor	0.9389	Non-inhibitor	DB00260
146	1.0	True	0.9533	True	0.5621	False	0.7552	Non-substrate	0.797	Non-inhibitor	0.8778	Non-inhibitor	0.8177	Non-inhibitor	0.7656	Non-substrate	0.8491	Non-substrate	0.672	Non-substrate	0.9045	Non-inhibitor	0.907	Non-inhibitor	0.9231	Non-inhibitor	0.9025	Non-inhibitor	0.9031	Non-inhibitor	0.9131	Low CYP Inhibitory Promiscuity	0.9577	AMES toxic	0.688	Carcinogens 	0.5596	Not ready biodegradable	0.7278	Strong inhibitor	0.919	Non-inhibitor	DB00262
147	0.9908	True	0.9382	True	0.6046	False	0.8891	Non-substrate	0.9357	Non-inhibitor	0.9698	Non-inhibitor	0.9322	Non-inhibitor	0.8056	Non-substrate	0.9116	Non-substrate	0.7557	Non-substrate	0.9621	Non-inhibitor	0.9071	Non-inhibitor	0.9358	Non-inhibitor	0.9292	Non-inhibitor	0.9386	Non-inhibitor	0.8037	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.7969	Non-carcinogens	1.0	Not ready biodegradable	0.9896	Weak inhibitor	0.9442	Non-inhibitor	DB00263
148	0.9854	True	0.8426	False	0.6895	True	0.7317	Substrate	0.8182	Non-inhibitor	0.8382	Non-inhibitor	0.8418	Non-inhibitor	0.81	Non-substrate	0.8918	Substrate	0.6527	Non-substrate	0.7018	Non-inhibitor	0.8691	Non-inhibitor	0.7909	Non-inhibitor	0.9555	Non-inhibitor	0.9476	Non-inhibitor	0.9897	Low CYP Inhibitory Promiscuity	0.9163	Non AMES toxic	0.9387	Non-carcinogens	0.8544	Not ready biodegradable	0.8368	Weak inhibitor	0.8202	Non-inhibitor	DB00264
149	0.9905	True	0.9939	True	0.8303	True	0.788	Non-substrate	0.8611	Non-inhibitor	0.709	Non-inhibitor	0.8494	Non-inhibitor	0.7767	Non-substrate	0.6383	Non-substrate	0.586	Substrate	0.9045	Non-inhibitor	0.9071	Non-inhibitor	0.9461	Non-inhibitor	0.9025	Non-inhibitor	0.831	Non-inhibitor	0.7792	High CYP Inhibitory Promiscuity	0.7386	Non AMES toxic	0.5946	Carcinogens 	0.9764	Not ready biodegradable	0.9726	Weak inhibitor	0.8168	Non-inhibitor	DB00265
150	0.8724	True	0.8343	True	0.5899	False	0.5073	Non-substrate	0.9304	Non-inhibitor	0.8972	Non-inhibitor	0.8982	Non-inhibitor	0.8264	Non-substrate	0.9116	Non-substrate	0.7557	Non-substrate	0.7905	Non-inhibitor	0.8948	Inhibitor	0.9681	Non-inhibitor	0.6071	Non-inhibitor	0.9098	Non-inhibitor	0.9165	Low CYP Inhibitory Promiscuity	0.9048	Non AMES toxic	0.9549	Non-carcinogens	0.8347	Not ready biodegradable	0.9269	Weak inhibitor	0.9435	Non-inhibitor	DB00266
